"exp","wks","bluecol","ind","south","smsa","married","sex","union","ed","black","lwage","id","time"
34,45,"yes",1,"no","yes","yes","male","yes",8,"no",6.90575,"496","2"
35,47,"yes",1,"no","yes","yes","male","yes",8,"no",7.18463,"496","3"
36,46,"yes",1,"no","yes","yes","male","yes",8,"no",7.28893,"496","4"
37,43,"yes",1,"no","yes","yes","male","yes",8,"no",7.3908,"496","5"
38,47,"yes",1,"no","yes","yes","male","yes",8,"no",7.48661,"496","6"
39,46,"yes",1,"no","yes","yes","male","yes",8,"no",7.5606,"496","7"
15,49,"yes",0,"no","yes","yes","male","no",14,"no",6.90575,"497","1"
16,49,"no",0,"no","yes","yes","male","no",14,"no",6.90575,"497","2"
17,49,"no",0,"no","yes","yes","male","no",14,"no",7.09008,"497","3"
18,48,"no",0,"no","yes","yes","male","no",14,"no",7.24423,"497","4"
19,48,"no",0,"no","yes","yes","male","no",14,"no",7.35436,"497","5"
20,48,"no",0,"no","yes","yes","male","no",14,"no",7.29097,"497","6"
21,47,"no",0,"no","yes","yes","male","no",14,"no",7.46737,"497","7"
20,46,"no",0,"no","yes","no","female","no",12,"no",6.2634,"498","1"
21,49,"no",0,"no","yes","no","female","no",12,"no",6.30079,"498","2"
22,48,"no",0,"no","yes","no","female","no",12,"no",6.39693,"498","3"
23,49,"no",0,"no","yes","no","female","no",12,"no",6.39693,"498","4"
24,49,"no",0,"no","yes","no","female","no",12,"no",6.5582,"498","5"
25,35,"no",0,"no","yes","no","female","no",12,"no",6.77422,"498","6"
26,36,"no",0,"no","yes","no","female","no",12,"no",6.86901,"498","7"
34,6,"yes",1,"no","yes","yes","male","yes",11,"no",6.35957,"499","1"
35,48,"yes",1,"no","yes","yes","male","yes",11,"no",6.45677,"499","2"
36,47,"yes",1,"no","yes","yes","male","yes",11,"no",6.61338,"499","3"
37,45,"yes",1,"no","yes","yes","male","yes",11,"no",6.63988,"499","4"
38,44,"yes",1,"no","yes","yes","male","yes",11,"no",6.77422,"499","5"
39,47,"yes",1,"no","yes","yes","male","yes",11,"no",6.79122,"499","6"
40,47,"yes",1,"no","yes","yes","male","yes",11,"no",6.84055,"499","7"
3,46,"no",0,"no","no","yes","male","no",17,"no",6.62007,"500","1"
4,48,"no",0,"no","no","yes","male","no",17,"no",6.62007,"500","2"
5,48,"no",0,"no","no","yes","male","no",17,"no",6.68461,"500","3"
6,49,"no",0,"no","no","yes","male","no",17,"no",6.88755,"500","4"
7,49,"no",0,"no","no","yes","male","no",17,"no",6.85646,"500","5"
8,49,"no",0,"no","no","yes","male","no",17,"no",5.98896,"500","6"
9,48,"no",0,"yes","yes","yes","male","no",17,"no",6.12687,"500","7"
28,46,"yes",1,"yes","yes","yes","male","yes",12,"no",6.35957,"501","1"
29,47,"yes",1,"yes","yes","yes","male","yes",12,"no",6.45205,"501","2"
30,47,"yes",1,"yes","yes","yes","male","yes",12,"no",6.52942,"501","3"
31,46,"yes",1,"yes","yes","yes","male","yes",12,"no",6.63857,"501","4"
32,46,"yes",1,"yes","yes","yes","male","yes",12,"no",6.79122,"501","5"
33,38,"yes",1,"yes","yes","yes","male","yes",12,"no",6.95655,"501","6"
34,45,"no",1,"yes","yes","yes","male","yes",12,"no",7.03439,"501","7"
14,44,"no",0,"no","no","no","female","no",17,"no",6.64639,"502","1"
15,44,"no",0,"no","no","no","female","yes",17,"no",6.71538,"502","2"
16,44,"no",0,"no","no","no","female","yes",17,"no",6.77422,"502","3"
17,44,"no",0,"no","no","no","female","yes",17,"no",6.95655,"502","4"
18,44,"no",0,"no","no","no","female","yes",17,"no",6.95655,"502","5"
19,44,"no",0,"no","no","no","female","yes",17,"no",7.20786,"502","6"
20,41,"no",0,"no","no","no","female","yes",17,"no",7.18917,"502","7"
7,46,"yes",0,"no","yes","yes","male","yes",12,"no",6.80239,"503","1"
8,40,"yes",0,"no","yes","yes","male","yes",12,"no",6.90575,"503","2"
9,45,"yes",0,"no","yes","yes","male","yes",12,"no",7.1025,"503","3"
10,46,"yes",0,"no","yes","yes","male","yes",12,"no",7.12769,"503","4"
11,47,"yes",0,"no","yes","yes","male","yes",12,"no",7.18311,"503","5"
12,46,"yes",0,"no","yes","yes","male","yes",12,"no",7.35372,"503","6"
13,49,"yes",0,"no","yes","yes","male","yes",12,"no",7.40001,"503","7"
8,46,"no",1,"no","yes","yes","male","yes",12,"no",6.49072,"504","1"
9,49,"yes",1,"no","yes","yes","male","no",12,"no",6.64509,"504","2"
10,47,"yes",1,"no","yes","no","male","no",12,"no",6.80239,"504","3"
11,46,"yes",1,"no","yes","no","male","no",12,"no",6.73102,"504","4"
12,40,"yes",1,"no","yes","yes","male","no",12,"no",7.03703,"504","5"
13,46,"yes",1,"no","yes","yes","male","no",12,"no",6.49072,"504","6"
14,48,"yes",1,"no","yes","yes","male","yes",12,"no",7.31122,"504","7"
23,48,"no",0,"no","no","yes","male","no",16,"no",6.90575,"505","1"
24,47,"no",0,"no","no","yes","male","no",16,"no",6.90575,"505","2"
25,48,"no",0,"no","no","yes","male","no",16,"no",7.43838,"505","3"
26,48,"no",0,"no","no","yes","male","no",16,"no",7.6009,"505","4"
27,48,"no",0,"no","no","yes","male","no",16,"no",6.77422,"505","5"
28,48,"no",0,"no","no","yes","male","no",16,"no",7.62071,"505","6"
29,47,"no",0,"no","no","yes","male","no",16,"no",7.79028,"505","7"
5,52,"yes",0,"no","yes","yes","male","no",12,"no",6.35437,"506","1"
6,51,"yes",0,"no","yes","yes","male","no",12,"no",6.43775,"506","2"
7,51,"yes",0,"no","yes","yes","male","no",12,"no",6.55108,"506","3"
8,51,"yes",0,"no","yes","yes","male","no",12,"no",6.68461,"506","4"
9,52,"yes",0,"no","yes","yes","male","no",12,"no",6.74524,"506","5"
10,51,"yes",0,"no","yes","yes","male","no",12,"no",6.68461,"506","6"
11,46,"yes",0,"no","yes","yes","male","no",12,"no",6.80239,"506","7"
22,51,"yes",0,"no","no","yes","male","no",12,"no",6.21461,"507","1"
23,44,"yes",0,"no","no","yes","male","no",12,"no",6.30992,"507","2"
24,38,"yes",0,"no","no","yes","male","no",12,"no",6.37161,"507","3"
25,39,"yes",0,"no","no","yes","male","no",12,"no",6.39693,"507","4"
26,52,"yes",0,"no","no","yes","male","no",12,"no",6.55108,"507","5"
27,51,"yes",0,"no","no","yes","male","no",12,"no",6.55108,"507","6"
28,51,"yes",0,"no","no","yes","male","no",12,"no",6.71538,"507","7"
34,48,"yes",0,"no","no","yes","male","no",12,"no",6.28227,"508","1"
35,49,"yes",0,"no","no","yes","male","no",12,"no",6.51471,"508","2"
36,50,"yes",0,"no","no","yes","male","no",12,"no",6.58617,"508","3"
37,49,"yes",0,"no","no","yes","male","no",12,"no",6.71538,"508","4"
38,50,"yes",0,"no","no","yes","male","no",12,"no",6.7511,"508","5"
39,48,"no",0,"no","no","yes","male","no",12,"no",6.4552,"508","6"
40,50,"no",0,"no","no","yes","male","no",12,"no",6.7093,"508","7"
18,50,"no",1,"no","yes","yes","male","no",12,"no",6.39526,"509","1"
19,50,"yes",1,"no","yes","yes","male","no",12,"no",6.49072,"509","2"
20,49,"yes",1,"no","yes","yes","male","no",12,"no",6.59578,"509","3"
21,49,"no",1,"no","yes","yes","male","no",12,"no",6.64118,"509","4"
22,48,"no",1,"no","yes","yes","male","no",12,"no",6.80239,"509","5"
23,48,"no",1,"no","yes","yes","male","no",12,"no",6.9187,"509","6"
24,48,"no",1,"no","yes","yes","male","no",12,"no",6.96035,"509","7"
6,50,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"510","1"
7,50,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"510","2"
8,50,"no",0,"no","yes","yes","male","no",16,"no",7.17012,"510","3"
9,50,"no",0,"no","yes","yes","male","no",16,"no",7.27932,"510","4"
10,50,"no",0,"no","yes","yes","male","no",16,"no",7.31322,"510","5"
11,49,"no",0,"no","yes","yes","male","no",16,"no",7.37776,"510","6"
12,50,"no",0,"no","yes","yes","male","no",16,"no",7.34923,"510","7"
12,50,"yes",0,"no","yes","yes","male","no",13,"no",6.19441,"511","1"
13,48,"yes",0,"no","yes","yes","male","no",13,"no",6.2634,"511","2"
14,49,"yes",0,"no","yes","yes","male","no",13,"no",6.29157,"511","3"
15,47,"yes",0,"no","yes","yes","male","no",13,"no",6.13123,"511","4"
16,30,"yes",0,"no","yes","yes","male","no",13,"no",6.74524,"511","5"
17,49,"yes",0,"no","no","no","male","no",13,"no",6.95655,"511","6"
18,47,"yes",0,"no","no","no","male","no",13,"no",6.84055,"511","7"
4,50,"yes",1,"yes","no","yes","male","no",10,"no",6.16331,"512","1"
5,49,"yes",1,"yes","no","yes","male","no",10,"no",6.39693,"512","2"
6,47,"yes",1,"yes","no","yes","male","no",10,"no",6.71538,"512","3"
7,47,"yes",1,"yes","no","yes","male","no",10,"no",6.58617,"512","4"
8,47,"yes",1,"yes","no","yes","male","yes",10,"no",6.81344,"512","5"
9,46,"yes",1,"yes","no","yes","male","yes",10,"no",6.90776,"512","6"
10,48,"yes",1,"yes","no","yes","male","yes",10,"no",7.00307,"512","7"
35,50,"yes",0,"no","no","yes","male","no",5,"no",6.03787,"513","1"
36,50,"yes",0,"no","no","yes","male","no",5,"no",6.1717,"513","2"
37,50,"yes",0,"no","no","yes","male","no",5,"no",6.13123,"513","3"
38,50,"yes",0,"no","no","yes","male","no",5,"no",6.18826,"513","4"
39,50,"yes",0,"no","no","yes","male","no",5,"no",5.76519,"513","5"
40,48,"yes",0,"no","no","yes","male","no",5,"no",5.98896,"513","6"
41,50,"yes",0,"no","no","yes","male","no",5,"no",5.99146,"513","7"
18,39,"no",0,"no","yes","yes","male","yes",14,"no",6.90575,"514","1"
19,37,"no",0,"no","yes","yes","male","yes",14,"no",6.90575,"514","2"
20,44,"no",0,"no","yes","yes","male","yes",14,"no",6.95655,"514","3"
21,42,"no",0,"no","yes","yes","male","yes",14,"no",7.09008,"514","4"
22,42,"no",0,"no","yes","yes","male","yes",14,"no",7.04752,"514","5"
23,41,"no",0,"no","yes","yes","male","yes",14,"no",7.1309,"514","6"
24,36,"no",0,"no","yes","yes","male","yes",14,"no",7.34666,"514","7"
4,50,"yes",0,"yes","yes","no","female","no",12,"yes",5.50126,"515","1"
5,52,"yes",0,"yes","yes","no","female","no",12,"yes",5.50126,"515","2"
6,51,"yes",0,"yes","yes","no","female","no",12,"yes",5.65249,"515","3"
7,50,"yes",0,"yes","yes","no","female","no",12,"yes",5.82305,"515","4"
8,50,"yes",0,"yes","yes","no","female","no",12,"yes",5.8999,"515","5"
9,50,"yes",0,"yes","yes","no","female","no",12,"yes",6.05209,"515","6"
10,49,"yes",0,"yes","yes","no","female","no",12,"yes",6.14204,"515","7"
25,50,"yes",1,"no","yes","yes","male","no",14,"no",6.77992,"516","1"
26,47,"yes",1,"no","yes","yes","male","no",14,"no",6.90575,"516","2"
27,48,"yes",1,"no","yes","yes","male","no",14,"no",6.98472,"516","3"
28,47,"yes",1,"no","yes","yes","male","no",14,"no",7.08841,"516","4"
29,46,"yes",1,"no","yes","yes","male","yes",14,"no",6.86171,"516","5"
30,48,"yes",1,"no","yes","yes","male","yes",14,"no",6.97635,"516","6"
31,49,"yes",1,"no","yes","yes","male","yes",14,"no",6.98101,"516","7"
7,50,"yes",0,"yes","no","yes","male","no",13,"no",5.59842,"517","1"
8,46,"yes",0,"yes","no","yes","male","no",13,"no",5.59842,"517","2"
9,50,"yes",0,"yes","no","yes","male","no",13,"no",5.7462,"517","3"
10,49,"yes",0,"yes","no","yes","male","no",13,"no",5.96615,"517","4"
11,50,"yes",0,"yes","no","yes","male","no",13,"no",6.1203,"517","5"
12,48,"yes",0,"yes","no","yes","male","no",13,"no",6.21461,"517","6"
13,48,"yes",0,"yes","no","yes","male","no",13,"no",6.34564,"517","7"
14,49,"no",1,"yes","no","yes","male","no",11,"no",5.93225,"518","1"
15,50,"no",1,"yes","no","yes","male","no",11,"no",5.97126,"518","2"
16,50,"no",1,"yes","no","yes","male","no",11,"no",6.11368,"518","3"
17,51,"yes",1,"yes","no","yes","male","no",11,"no",6.25767,"518","4"
18,51,"yes",0,"yes","no","yes","male","no",11,"no",6.36303,"518","5"
19,51,"yes",0,"yes","no","yes","male","no",11,"no",6.40523,"518","6"
20,51,"yes",0,"yes","no","yes","male","no",11,"no",6.47697,"518","7"
3,49,"yes",0,"no","yes","no","male","yes",12,"yes",5.78383,"519","1"
4,50,"yes",0,"no","yes","no","male","yes",12,"yes",5.99146,"519","2"
5,52,"yes",0,"no","yes","no","male","yes",12,"yes",5.89715,"519","3"
6,51,"yes",0,"no","yes","no","male","yes",12,"yes",5.83188,"519","4"
7,49,"yes",0,"no","yes","no","male","yes",12,"yes",6.05209,"519","5"
8,51,"yes",0,"no","yes","no","male","yes",12,"yes",6.2634,"519","6"
9,49,"yes",0,"no","yes","no","male","yes",12,"yes",6.43455,"519","7"
26,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.37502,"520","1"
27,49,"yes",1,"no","yes","yes","male","yes",12,"no",6.56948,"520","2"
28,50,"yes",1,"no","yes","yes","male","yes",12,"no",6.53669,"520","3"
29,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.64249,"520","4"
30,21,"yes",0,"no","yes","yes","male","no",12,"no",6.22654,"520","5"
31,50,"yes",0,"no","yes","yes","male","no",12,"no",6.37502,"520","6"
32,52,"yes",1,"no","yes","yes","male","yes",12,"no",6.89366,"520","7"
17,51,"no",0,"no","no","no","male","yes",16,"no",6.62007,"521","1"
18,52,"no",0,"no","no","no","male","no",16,"no",6.80239,"521","2"
19,50,"no",0,"no","no","no","male","no",16,"no",6.85646,"521","3"
20,49,"no",0,"no","no","no","male","no",16,"no",6.98008,"521","4"
21,50,"no",0,"no","no","no","male","no",16,"no",7.04316,"521","5"
22,50,"no",0,"no","no","no","male","no",16,"no",6.86693,"521","6"
23,50,"no",0,"no","no","no","male","no",16,"no",7.18917,"521","7"
2,51,"yes",1,"no","no","yes","male","no",9,"no",5.76832,"522","1"
3,49,"yes",1,"no","no","yes","male","no",9,"no",5.82895,"522","2"
4,52,"yes",1,"no","no","yes","male","yes",9,"no",5.76832,"522","3"
5,49,"yes",1,"no","no","yes","male","yes",9,"no",6.59851,"522","4"
6,49,"yes",1,"no","no","yes","male","yes",9,"no",6.6796,"522","5"
7,35,"yes",1,"no","no","yes","male","yes",9,"no",7.09008,"522","6"
8,44,"yes",1,"no","no","yes","male","yes",9,"no",6.85751,"522","7"
3,39,"yes",1,"yes","no","yes","male","yes",10,"no",6.18208,"523","1"
4,48,"yes",1,"yes","no","yes","male","yes",10,"no",6.2634,"523","2"
5,50,"yes",1,"yes","no","yes","male","yes",10,"no",6.39359,"523","3"
6,49,"yes",1,"yes","no","yes","male","yes",10,"no",6.44095,"523","4"
7,50,"yes",1,"yes","no","yes","male","yes",10,"no",6.51471,"523","5"
8,49,"yes",1,"yes","no","yes","male","yes",10,"no",6.66441,"523","6"
9,47,"yes",1,"yes","no","yes","male","yes",10,"no",6.75344,"523","7"
5,45,"no",0,"yes","no","yes","male","no",16,"no",6.21461,"524","1"
6,45,"no",0,"yes","no","yes","male","no",16,"no",6.39693,"524","2"
7,49,"no",0,"yes","no","yes","male","no",16,"no",6.39693,"524","3"
8,49,"no",0,"yes","no","yes","male","no",16,"no",6.56526,"524","4"
9,49,"no",0,"yes","no","yes","male","no",16,"no",6.70073,"524","5"
10,51,"no",0,"yes","no","yes","male","no",16,"no",6.52209,"524","6"
11,50,"no",0,"yes","no","yes","male","no",16,"no",6.55678,"524","7"
11,49,"no",0,"yes","yes","yes","male","yes",12,"yes",6.24611,"525","1"
12,49,"no",0,"yes","yes","yes","male","yes",12,"yes",6.3315,"525","2"
13,49,"no",0,"yes","yes","no","male","yes",12,"yes",6.40853,"525","3"
14,49,"no",0,"yes","yes","no","male","yes",12,"yes",6.48158,"525","4"
15,43,"no",0,"yes","yes","no","male","yes",12,"yes",6.55962,"525","5"
16,46,"no",0,"yes","yes","no","male","yes",12,"yes",6.67834,"525","6"
17,44,"no",0,"yes","yes","no","male","yes",12,"yes",6.82437,"525","7"
1,35,"yes",1,"no","yes","no","male","no",14,"no",5.70378,"526","1"
2,49,"yes",1,"no","yes","no","male","no",14,"no",5.92693,"526","2"
3,47,"yes",1,"no","yes","no","male","no",14,"no",6.10925,"526","3"
4,48,"no",1,"no","yes","no","male","no",14,"no",6.04025,"526","4"
5,52,"no",1,"no","yes","no","male","no",14,"no",6.35957,"526","5"
6,49,"no",1,"no","yes","no","male","no",14,"no",6.50429,"526","6"
7,49,"no",1,"no","yes","no","male","no",14,"no",6.57786,"526","7"
5,50,"no",0,"no","yes","yes","male","no",16,"yes",6.23441,"527","1"
6,50,"no",0,"no","yes","yes","male","no",16,"yes",6.39693,"527","2"
7,50,"no",0,"no","yes","yes","male","no",16,"yes",6.50728,"527","3"
8,50,"no",0,"no","yes","yes","male","no",16,"yes",6.65286,"527","4"
9,49,"no",0,"no","yes","yes","male","no",16,"yes",6.74524,"527","5"
10,49,"no",0,"no","yes","yes","male","no",16,"yes",7.1309,"527","6"
11,50,"no",0,"no","yes","yes","male","no",16,"yes",7.24423,"527","7"
4,40,"no",0,"yes","no","yes","male","no",17,"no",6.09807,"528","1"
5,32,"no",0,"yes","no","yes","male","no",17,"no",6.2691,"528","2"
6,37,"no",0,"yes","no","yes","male","no",17,"no",6.34036,"528","3"
7,35,"no",0,"yes","no","yes","male","no",17,"no",6.48768,"528","4"
8,37,"no",0,"yes","no","yes","male","no",17,"no",6.57786,"528","5"
9,35,"no",0,"yes","no","yes","male","no",17,"no",6.62007,"528","6"
10,37,"no",0,"yes","no","yes","male","no",17,"no",6.85646,"528","7"
33,44,"no",0,"no","yes","yes","male","no",12,"no",6.90575,"529","1"
34,47,"no",0,"no","yes","yes","male","no",12,"no",6.90575,"529","2"
35,47,"no",0,"no","yes","yes","male","no",12,"no",7.06048,"529","3"
36,47,"no",0,"no","yes","yes","male","yes",12,"no",7.09589,"529","4"
37,45,"no",0,"no","yes","yes","male","yes",12,"no",6.93342,"529","5"
38,47,"no",0,"no","yes","yes","male","no",12,"no",7.46737,"529","6"
39,50,"no",0,"no","yes","yes","male","no",12,"no",7.37776,"529","7"
8,50,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"530","1"
9,48,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"530","2"
10,47,"no",1,"no","yes","yes","male","no",17,"no",7.1293,"530","3"
11,44,"no",1,"no","yes","yes","male","no",17,"no",7.17012,"530","4"
12,46,"no",1,"no","yes","yes","male","no",17,"no",7.27031,"530","5"
13,47,"no",1,"no","yes","yes","male","no",17,"no",7.45991,"530","6"
14,46,"no",1,"no","yes","yes","male","no",17,"no",7.45703,"530","7"
2,49,"no",0,"no","yes","yes","male","no",16,"no",6.57647,"531","1"
3,49,"no",0,"no","yes","yes","male","no",16,"no",6.77422,"531","2"
4,50,"no",0,"no","yes","yes","male","no",16,"no",6.88244,"531","3"
5,49,"no",0,"no","yes","yes","male","no",16,"no",7.09008,"531","4"
6,48,"no",0,"no","yes","yes","male","no",16,"no",7.20786,"531","5"
7,48,"no",0,"no","yes","yes","male","no",16,"no",7.49554,"531","6"
8,46,"no",0,"no","yes","yes","male","no",16,"no",7.6009,"531","7"
5,29,"yes",0,"yes","no","yes","male","no",12,"no",5.73657,"532","1"
6,49,"yes",0,"yes","no","yes","male","no",12,"no",5.96615,"532","2"
7,51,"yes",0,"yes","no","yes","male","no",12,"no",6.07535,"532","3"
8,49,"yes",0,"yes","no","yes","male","no",12,"no",6.15698,"532","4"
9,50,"yes",0,"yes","no","yes","male","no",12,"no",6.2634,"532","5"
10,46,"yes",0,"yes","no","yes","male","no",12,"no",6.34739,"532","6"
11,49,"yes",0,"yes","no","yes","male","no",12,"no",6.44572,"532","7"
32,50,"no",0,"no","no","yes","male","no",13,"no",6.29157,"533","1"
33,50,"no",0,"no","no","yes","male","no",13,"no",6.39526,"533","2"
34,48,"no",0,"no","no","yes","male","no",13,"no",6.39693,"533","3"
35,48,"no",0,"no","no","yes","male","no",13,"no",6.39693,"533","4"
36,49,"no",0,"no","no","yes","male","no",13,"no",6.49072,"533","5"
37,48,"no",0,"no","no","yes","male","no",13,"no",6.5903,"533","6"
38,49,"no",0,"no","no","yes","male","no",13,"no",6.6174,"533","7"
5,51,"no",1,"yes","no","yes","male","no",12,"no",5.8861,"534","1"
6,48,"no",1,"yes","no","yes","male","no",12,"no",5.98394,"534","2"
7,51,"yes",1,"yes","no","yes","male","no",12,"no",5.98394,"534","3"
8,51,"yes",1,"yes","no","yes","male","no",12,"no",6.19848,"534","4"
9,51,"yes",1,"yes","no","yes","male","no",12,"no",5.78996,"534","5"
10,50,"yes",1,"yes","no","yes","male","no",12,"no",6.01127,"534","6"
11,51,"yes",1,"yes","no","yes","male","no",12,"no",6.11147,"534","7"
9,51,"yes",0,"yes","no","yes","male","no",12,"no",5.57973,"535","1"
10,50,"yes",0,"yes","no","yes","male","no",12,"no",5.66988,"535","2"
11,51,"yes",0,"yes","no","yes","male","no",12,"no",5.70378,"535","3"
12,50,"yes",0,"yes","no","yes","male","no",12,"no",5.82895,"535","4"
13,49,"yes",0,"yes","no","yes","male","no",12,"no",5.99146,"535","5"
14,51,"yes",0,"yes","no","yes","male","no",12,"no",6.07535,"535","6"
15,50,"yes",0,"yes","no","yes","male","no",12,"no",6.14204,"535","7"
7,51,"no",0,"no","yes","no","male","no",17,"no",6.69456,"536","1"
8,51,"no",0,"no","yes","no","male","no",17,"no",6.72743,"536","2"
9,49,"no",0,"no","yes","no","male","no",17,"no",6.8533,"536","3"
10,50,"no",0,"no","yes","no","male","no",17,"no",6.89669,"536","4"
11,50,"no",0,"no","yes","yes","male","no",17,"no",7.1309,"536","5"
12,51,"no",0,"no","yes","yes","male","no",17,"no",6.96508,"536","6"
13,49,"no",0,"no","yes","yes","male","no",17,"no",7.15462,"536","7"
7,48,"no",0,"no","yes","yes","male","no",16,"no",6.03787,"537","1"
8,50,"no",0,"no","yes","yes","male","no",16,"no",6.55108,"537","2"
9,50,"no",0,"no","yes","yes","male","no",16,"no",6.65673,"537","3"
10,50,"no",0,"no","yes","yes","male","no",16,"no",6.85646,"537","4"
11,50,"no",0,"no","yes","yes","male","no",16,"no",7.09008,"537","5"
12,49,"no",0,"yes","yes","yes","male","no",16,"no",6.74406,"537","6"
13,49,"no",0,"yes","yes","yes","male","no",16,"no",6.99485,"537","7"
10,48,"no",1,"no","yes","yes","male","no",16,"no",6.62007,"538","1"
11,51,"no",1,"no","yes","yes","male","no",16,"no",6.77422,"538","2"
12,50,"no",1,"no","yes","yes","male","no",16,"no",6.77422,"538","3"
13,47,"no",1,"no","yes","yes","male","no",16,"no",6.90776,"538","4"
14,51,"no",1,"no","yes","yes","male","no",16,"no",7.01481,"538","5"
15,50,"no",1,"no","yes","yes","male","no",16,"no",7.06219,"538","6"
16,51,"no",1,"no","yes","yes","male","no",16,"no",7.15851,"538","7"
3,50,"no",0,"no","yes","yes","male","no",17,"no",6.34564,"539","1"
4,49,"no",0,"no","yes","yes","male","no",17,"no",6.44413,"539","2"
5,50,"no",0,"no","yes","yes","male","no",17,"no",6.62007,"539","3"
6,49,"no",0,"no","yes","yes","male","no",17,"no",6.95655,"539","4"
7,48,"no",0,"no","yes","yes","male","no",17,"no",7.31122,"539","5"
8,50,"no",0,"no","yes","yes","male","no",17,"no",7.38833,"539","6"
9,48,"no",0,"no","yes","yes","male","no",17,"no",7.6009,"539","7"
25,47,"no",1,"no","yes","yes","male","no",16,"no",6.90575,"540","1"
26,47,"no",1,"no","yes","yes","male","no",16,"no",6.90575,"540","2"
27,47,"no",1,"no","yes","yes","male","no",16,"no",7.55799,"540","3"
28,46,"no",1,"no","yes","yes","male","no",16,"no",7.6009,"540","4"
29,45,"no",1,"no","yes","yes","male","no",16,"no",7.6009,"540","5"
30,45,"no",1,"no","yes","yes","male","no",16,"no",7.6009,"540","6"
31,45,"no",1,"no","yes","yes","male","no",16,"no",7.80588,"540","7"
8,50,"no",0,"no","yes","yes","male","yes",14,"no",6.55536,"541","1"
9,50,"no",0,"no","yes","yes","male","yes",14,"no",6.55108,"541","2"
10,50,"no",0,"no","yes","yes","male","yes",14,"no",6.63332,"541","3"
11,49,"no",0,"no","yes","yes","male","yes",14,"no",6.59715,"541","4"
12,48,"no",0,"no","yes","yes","male","yes",14,"no",6.82437,"541","5"
13,48,"no",0,"no","yes","yes","male","yes",14,"no",6.90776,"541","6"
14,49,"no",0,"no","yes","yes","male","yes",14,"no",7.09008,"541","7"
17,46,"no",0,"yes","yes","yes","male","no",13,"no",6.53959,"542","1"
18,47,"no",0,"yes","yes","yes","male","no",13,"no",6.53669,"542","2"
19,46,"no",0,"yes","yes","yes","male","no",13,"no",6.69084,"542","3"
20,45,"no",0,"yes","yes","yes","male","no",13,"no",6.84375,"542","4"
21,47,"no",0,"yes","yes","yes","male","no",13,"no",6.88244,"542","5"
22,49,"no",0,"yes","yes","yes","male","no",13,"no",7.04752,"542","6"
23,46,"no",0,"yes","yes","yes","male","no",13,"no",7.06048,"542","7"
5,51,"no",0,"no","yes","yes","male","no",17,"no",6.65929,"543","1"
6,52,"no",0,"no","yes","yes","male","no",17,"no",6.69084,"543","2"
7,51,"no",0,"no","yes","yes","male","no",17,"no",6.77422,"543","3"
8,51,"no",0,"no","yes","yes","male","no",17,"no",6.68461,"543","4"
9,50,"no",0,"no","yes","yes","male","no",17,"no",6.90776,"543","5"
10,51,"no",0,"no","yes","yes","male","no",17,"no",6.94986,"543","6"
11,51,"no",0,"no","yes","yes","male","no",17,"no",7.17012,"543","7"
4,49,"yes",0,"yes","no","yes","male","yes",14,"no",6.55393,"544","1"
5,49,"yes",0,"yes","no","yes","male","yes",14,"no",6.68461,"544","2"
6,49,"yes",0,"yes","no","yes","male","yes",14,"no",7.1107,"544","3"
7,49,"yes",0,"yes","no","yes","male","no",14,"no",7.17396,"544","4"
8,49,"yes",0,"yes","no","yes","male","yes",14,"no",7.01481,"544","5"
9,49,"yes",0,"yes","no","yes","male","no",14,"no",6.92264,"544","6"
10,49,"no",0,"yes","no","yes","male","yes",14,"no",7.19519,"544","7"
39,47,"no",1,"no","yes","yes","male","no",12,"no",6.8977,"545","1"
40,47,"no",1,"no","yes","yes","male","no",12,"no",6.90575,"545","2"
41,46,"no",1,"no","yes","yes","male","no",12,"no",7.1309,"545","3"
42,44,"no",1,"no","yes","yes","male","no",12,"no",7.20786,"545","4"
43,44,"no",1,"no","yes","yes","male","no",12,"no",7.31322,"545","5"
44,41,"no",1,"no","yes","yes","male","no",12,"no",7.09008,"545","6"
45,46,"yes",1,"no","yes","yes","male","no",12,"no",7.32647,"545","7"
11,49,"yes",0,"no","yes","yes","male","yes",12,"no",6.63988,"546","1"
12,49,"yes",0,"no","yes","yes","male","yes",12,"no",6.72143,"546","2"
13,41,"yes",1,"no","yes","yes","male","no",12,"no",6.78897,"546","3"
14,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.9256,"546","4"
15,28,"yes",0,"no","yes","yes","male","yes",12,"no",6.95655,"546","5"
16,46,"yes",0,"no","yes","yes","male","yes",12,"no",7.00307,"546","6"
17,48,"yes",0,"no","yes","yes","male","yes",12,"no",7.09257,"546","7"
7,49,"yes",0,"no","yes","yes","male","yes",12,"no",6.56667,"547","1"
8,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.77422,"547","2"
9,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.7334,"547","3"
10,43,"yes",0,"no","yes","yes","male","yes",12,"no",6.78333,"547","4"
11,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.77878,"547","5"
