"nr","year","school","exper","union","ethn","married","health","wage","industry","occupation","residence"
7874,1980,15,2,"no","other","no","no",2.2059552102,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
7874,1981,15,3,"no","other","no","no",2.0772699882,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
7874,1982,15,4,"no","other","no","no",2.3430893414,"Business_and_Repair_Service","Professional, Technical_and_kindred",NA
7874,1983,15,5,"no","other","no","no",2.2670073711,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
7874,1984,15,6,"no","other","no","no",2.3358476563,"Business_and_Repair_Service","Managers, Officials_and_Proprietors",NA
7874,1985,15,7,"no","other","no","no",2.3599158498,"Professional_and_Related Service","Managers, Officials_and_Proprietors",NA
7874,1986,15,8,"no","other","no","no",2.5444019096,"Manufacturing","Professional, Technical_and_kindred",NA
7874,1987,15,9,"no","other","no","no",2.2742479104,"Manufacturing","Professional, Technical_and_kindred",NA
7887,1980,12,4,"no","other","no","no",1.4760825353,"Business_and_Repair_Service","Managers, Officials_and_Proprietors",NA
7887,1981,12,5,"yes","other","no","yes",2.2008023987,"Business_and_Repair_Service","Clerical_and_kindred",NA
7887,1982,12,6,"no","other","no","no",0.9582279313,"Trade","Managers, Officials_and_Proprietors",NA
7887,1983,12,7,"no","other","no","no",1.9655736432,"Trade","Sales_Workers",NA
7887,1984,12,8,"no","other","yes","no",1.6369516782,"Trade","Sales_Workers",NA
7887,1985,12,9,"no","other","yes","no",1.649908845,"Trade","Sales_Workers",NA
7887,1986,12,10,"no","other","yes","no",1.9433114366,"Trade","Sales_Workers",NA
7887,1987,12,11,"no","other","yes","no",2.0170831731,"Manufacturing","Clerical_and_kindred",NA
7923,1980,12,5,"no","black","yes","no",2.2221820107,"Public_Administration","Service_Workers","south"
7923,1981,12,6,"yes","black","no","no",2.2443161849,"Public_Administration","Service_Workers","nothern_central"
7923,1982,12,7,"yes","black","no","no",2.1605069944,"Public_Administration","Service_Workers","nothern_central"
7923,1983,12,8,"yes","black","no","no",2.2109179045,"Public_Administration","Service_Workers","nothern_central"
7923,1984,12,9,"yes","black","no","no",2.3439448665,"Business_and_Repair_Service","Service_Workers","nothern_central"
7923,1985,12,10,"yes","black","no","no",2.4165493425,"Public_Administration","Service_Workers","nothern_central"
7923,1986,12,11,"yes","black","no","no",2.4108705169,"Public_Administration","Service_Workers","nothern_central"
7923,1987,12,12,"yes","black","yes","no",2.357515811,"Public_Administration","Service_Workers","nothern_central"
7926,1980,12,5,"yes","hisp","yes","no",1.8412517327,"Trade","Service_Workers",NA
7926,1981,12,6,"yes","hisp","yes","no",1.7525387561,"Trade","Service_Workers",NA
7926,1982,12,7,"yes","hisp","yes","no",1.8156665081,"Trade","Service_Workers",NA
7926,1983,12,8,"yes","hisp","yes","no",1.8431931243,"Trade","Service_Workers",NA
7926,1984,12,9,"yes","hisp","yes","no",1.8003294199,"Trade","Service_Workers",NA
7926,1985,12,10,"no","hisp","yes","no",1.7659617764,"Trade","Service_Workers",NA
7926,1986,12,11,"yes","hisp","yes","no",1.851254729,"Trade","Service_Workers",NA
7926,1987,12,12,"yes","hisp","yes","no",1.733726438,"Trade","Service_Workers",NA
8021,1980,15,2,"no","other","no","no",1.3964860475,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8021,1981,15,3,"no","other","no","no",1.5833391595,"Professional_and_Related Service","Managers, Officials_and_Proprietors",NA
8021,1982,15,4,"no","other","no","no",1.9163100339,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8021,1983,15,5,"no","other","no","no",1.899481746,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8021,1984,15,6,"no","other","no","no",2.1570851687,"Professional_and_Related Service","Managers, Officials_and_Proprietors",NA
8021,1985,15,7,"no","other","no","no",2.2077945287,"Professional_and_Related Service","Managers, Officials_and_Proprietors",NA
8021,1986,15,8,"no","other","no","no",2.3007018674,"Professional_and_Related Service","Managers, Officials_and_Proprietors",NA
8021,1987,15,9,"no","other","no","no",2.6822780321,"Professional_and_Related Service","Managers, Officials_and_Proprietors",NA
8087,1980,12,3,"no","hisp","no","no",2.0357862315,"Manufacturing","Professional, Technical_and_kindred",NA
8087,1981,12,4,"no","hisp","no","no",1.9066894359,"Manufacturing","Professional, Technical_and_kindred",NA
8087,1982,12,5,"no","hisp","no","no",2.2158570895,"Manufacturing","Professional, Technical_and_kindred",NA
8087,1983,12,6,"no","hisp","no","no",0.3852568836,"Finance","Craftsmen, Foremen_and_kindred",NA
8087,1984,12,7,"no","hisp","no","no",1.4487209846,"Business_and_Repair_Service","Professional, Technical_and_kindred",NA
8087,1985,12,8,"no","hisp","no","no",1.7723926667,"Trade","Professional, Technical_and_kindred",NA
8087,1986,12,9,"no","hisp","no","no",1.3643823463,"Business_and_Repair_Service","Professional, Technical_and_kindred",NA
8087,1987,12,10,"no","hisp","no","no",1.6046493957,"Business_and_Repair_Service","Professional, Technical_and_kindred",NA
8089,1980,12,3,"no","other","no","no",1.579027829,"Finance","Clerical_and_kindred",NA
8089,1981,12,4,"no","other","no","no",1.6247053846,"Finance","Professional, Technical_and_kindred",NA
8089,1982,12,5,"no","other","no","no",1.7297240783,"Finance","Managers, Officials_and_Proprietors",NA
8089,1983,12,6,"no","other","yes","no",1.7658436583,"Finance","Clerical_and_kindred",NA
8089,1984,12,7,"no","other","yes","no",1.2909841813,"Finance","Sales_Workers",NA
8089,1985,12,8,"no","other","yes","no",-0.889556367,"Finance","Sales_Workers",NA
8089,1986,12,9,"no","other","yes","no",1.8706728149,"Finance","Professional, Technical_and_kindred",NA
8089,1987,12,10,"no","other","yes","no",2.0899204971,"Finance","Professional, Technical_and_kindred",NA
8090,1980,14,2,"no","other","no","no",1.735681639,"Finance","Clerical_and_kindred",NA
8090,1981,14,3,"no","other","no","no",1.5740707686,"Finance","Clerical_and_kindred",NA
8090,1982,14,4,"no","other","no","no",1.4415956769,"Finance","Managers, Officials_and_Proprietors",NA
8090,1983,14,5,"no","other","no","no",2.5472557415,"Finance","Sales_Workers",NA
8090,1984,14,6,"no","other","no","no",2.9914727866,"Finance","Sales_Workers",NA
8090,1985,14,7,"no","other","yes","no",3.0114436244,"Finance","Sales_Workers",NA
8090,1986,14,8,"no","other","yes","no",3.0992746899,"Finance","Sales_Workers",NA
8090,1987,14,9,"no","other","yes","no",3.0966615549,"Finance","Managers, Officials_and_Proprietors",NA
8096,1980,6,11,"yes","hisp","no","no",1.6948596445,"Trade","Service_Workers",NA
8096,1981,6,12,"no","hisp","no","no",1.7325476096,"Trade","Service_Workers",NA
8096,1982,6,13,"no","hisp","no","no",1.4695965938,"Trade","Service_Workers",NA
8096,1983,6,14,"no","hisp","no","no",1.5918786961,"Trade","Service_Workers",NA
8096,1984,6,15,"no","hisp","no","no",1.7431710061,"Trade","Service_Workers",NA
8096,1985,6,16,"no","hisp","no","no",1.581780907,"Trade","Service_Workers",NA
8096,1986,6,17,"no","hisp","no","no",1.1203672205,"Trade","Managers, Officials_and_Proprietors",NA
8096,1987,6,18,"no","hisp","no","no",1.6216855829,"Trade","Service_Workers",NA
8106,1980,8,9,"yes","hisp","no","no",1.5879618495,"Manufacturing","Operatives_and_kindred",NA
8106,1981,8,10,"no","hisp","yes","no",1.5488132906,"Manufacturing","Operatives_and_kindred",NA
8106,1982,8,11,"no","hisp","no","no",1.5505324145,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8106,1983,8,12,"no","hisp","no","no",1.3949498942,"Manufacturing","Operatives_and_kindred",NA
8106,1984,8,13,"no","hisp","no","yes",1.4749070195,"Trade","Craftsmen, Foremen_and_kindred",NA
8106,1985,8,14,"no","hisp","no","no",1.3799147542,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8106,1986,8,15,"no","hisp","no","no",1.4362201699,"Manufacturing","Operatives_and_kindred",NA
8106,1987,8,16,"no","hisp","no","no",1.6580007274,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8107,1980,3,11,"no","hisp","no","no",1.1066715229,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8107,1981,3,12,"no","hisp","no","no",1.2417131323,"Manufacturing","Operatives_and_kindred",NA
8107,1982,3,13,"no","hisp","no","no",1.41956915,"Manufacturing","Operatives_and_kindred",NA
8107,1983,3,14,"no","hisp","no","no",1.5918786961,"Manufacturing","Operatives_and_kindred",NA
8107,1984,3,15,"no","hisp","no","no",1.5849079147,"Manufacturing","Operatives_and_kindred",NA
8107,1985,3,16,"no","hisp","no","no",1.5146473481,"Manufacturing","Operatives_and_kindred",NA
8107,1986,3,17,"no","hisp","no","no",1.4072265862,"Manufacturing","Operatives_and_kindred",NA
8107,1987,3,18,"no","hisp","no","no",1.707802753,"Manufacturing","Operatives_and_kindred",NA
8142,1980,11,2,"no","hisp","no","no",1.2387589204,"Finance","Clerical_and_kindred",NA
8142,1981,11,3,"no","hisp","no","no",1.3862943611,"Finance","Clerical_and_kindred",NA
8142,1982,11,4,"no","hisp","no","no",1.4589915642,"Finance","Clerical_and_kindred",NA
8142,1983,11,5,"no","hisp","no","no",1.3507166392,"Finance","Clerical_and_kindred",NA
8142,1984,11,6,"no","hisp","no","no",1.3571239838,"Trade","Clerical_and_kindred",NA
8142,1985,11,7,"no","hisp","no","no",1.4539623963,"Finance","Clerical_and_kindred",NA
8142,1986,11,8,"no","hisp","no","no",1.4062871779,"Finance","Clerical_and_kindred",NA
8142,1987,11,9,"no","hisp","no","no",1.3527564311,"Finance","Managers, Officials_and_Proprietors",NA
8168,1980,11,2,"yes","hisp","no","no",1.9145127909,"Trade","Clerical_and_kindred",NA
8168,1981,11,3,"yes","hisp","no","no",1.8430527636,"Manufacturing","Clerical_and_kindred",NA
8168,1982,11,4,"yes","hisp","no","no",1.7151252789,"Manufacturing","Operatives_and_kindred",NA
8168,1983,11,5,"yes","hisp","yes","no",1.398005527,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8168,1984,11,6,"yes","hisp","yes","no",1.6825463843,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8168,1985,11,7,"yes","hisp","yes","no",1.8713222921,"Manufacturing","Operatives_and_kindred",NA
8168,1986,11,8,"no","hisp","yes","no",1.9527942066,"Manufacturing","Operatives_and_kindred",NA
8168,1987,11,9,"yes","hisp","yes","no",2.3704323076,"Manufacturing","Operatives_and_kindred",NA
8173,1980,8,9,"no","hisp","yes","no",1.4479995666,"Trade","Service_Workers",NA
8173,1981,8,10,"no","hisp","yes","no",1.347073648,"Trade","Service_Workers",NA
8173,1982,8,11,"no","hisp","yes","no",1.5896277437,"Trade","Service_Workers",NA
8173,1983,8,12,"no","hisp","yes","no",1.64496021,"Trade","Service_Workers",NA
8173,1984,8,13,"no","hisp","yes","no",1.4749070195,"Trade","Service_Workers",NA
8173,1985,8,14,"no","hisp","yes","no",1.4915249307,"Trade","Service_Workers",NA
8173,1986,8,15,"no","hisp","yes","no",1.5635726566,"Trade","Service_Workers",NA
8173,1987,8,16,"no","hisp","yes","no",1.4107762267,"Trade","Service_Workers",NA
8203,1980,14,2,"no","hisp","yes","no",2.2382614387,"Manufacturing","Operatives_and_kindred",NA
8203,1981,14,3,"no","hisp","yes","no",2.2848855159,"Manufacturing","Operatives_and_kindred",NA
8203,1982,14,4,"no","hisp","yes","no",2.0621420446,"Manufacturing","Clerical_and_kindred",NA
8203,1983,14,5,"no","hisp","yes","no",2.2690255353,"Manufacturing","Clerical_and_kindred",NA
8203,1984,14,6,"no","hisp","yes","no",0.7837148738,"Manufacturing","Professional, Technical_and_kindred",NA
8203,1985,14,7,"no","hisp","yes","no",3.2396789525,"Business_and_Repair_Service","Managers, Officials_and_Proprietors",NA
8203,1986,14,8,"no","hisp","yes","no",2.3976042041,"Manufacturing","Managers, Officials_and_Proprietors",NA
8203,1987,14,9,"no","hisp","yes","no",3.2219404855,"Personal_Service","Managers, Officials_and_Proprietors",NA
8211,1980,8,6,"yes","hisp","no","no",0.4246670409,"Manufacturing","Operatives_and_kindred",NA
8211,1981,8,7,"no","hisp","yes","no",1.4423838278,"Manufacturing","Operatives_and_kindred",NA
8211,1982,8,8,"no","hisp","no","no",1.4335956342,"Trade","Laborers_and_farmers",NA
8211,1983,8,9,"no","hisp","no","no",1.3961418409,"Trade","Service_Workers",NA
8211,1984,8,10,"yes","hisp","no","no",1.4211816201,"Trade","Service_Workers",NA
8211,1985,8,11,"yes","hisp","no","no",1.3841252867,"Trade","Laborers_and_farmers",NA
8211,1986,8,12,"yes","hisp","no","no",1.3096574466,"Trade","Laborers_and_farmers",NA
8211,1987,8,13,"no","hisp","no","no",0.9716643617,"Trade","Laborers_and_farmers",NA
8224,1980,12,5,"no","black","no","no",1.9507930186,"Manufacturing","Operatives_and_kindred",NA
8224,1981,12,6,"no","black","no","no",1.9154131779,"Manufacturing","Operatives_and_kindred",NA
8224,1982,12,7,"no","black","no","no",1.9389345353,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8224,1983,12,8,"no","black","no","no",2.1548284378,"Manufacturing","Operatives_and_kindred",NA
8224,1984,12,9,"no","black","no","no",1.1794428066,"Construction","Laborers_and_farmers",NA
8224,1985,12,10,"no","black","no","no",1.3972205013,"Construction","Craftsmen, Foremen_and_kindred",NA
8224,1986,12,11,"yes","black","no","no",1.8121925238,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8224,1987,12,12,"yes","black","no","no",2.0725124604,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8272,1980,10,3,"no","hisp","yes","no",1.8247519008,"Manufacturing","Operatives_and_kindred",NA
8272,1981,10,4,"yes","hisp","yes","no",1.971227957,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8272,1982,10,5,"yes","hisp","yes","no",2.3330620753,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8272,1983,10,6,"yes","hisp","yes","no",2.2486582325,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8272,1984,10,7,"yes","hisp","yes","no",2.1351203784,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8272,1985,10,8,"yes","hisp","yes","no",2.3687248955,"Manufacturing","Operatives_and_kindred",NA
8272,1986,10,9,"yes","hisp","yes","no",2.3486573324,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8272,1987,10,10,"no","hisp","yes","no",2.34427009,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8300,1980,12,0,"no","hisp","no","no",1.4428581671,"Business_and_Repair_Service","Professional, Technical_and_kindred",NA
8300,1981,12,1,"no","hisp","no","no",1.420811866,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8300,1982,12,2,"no","hisp","no","no",1.6905033652,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8300,1983,12,3,"yes","hisp","no","no",1.6474485472,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8300,1984,12,4,"yes","hisp","no","no",1.9544800997,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8300,1985,12,5,"no","hisp","no","no",1.8713222921,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8300,1986,12,6,"yes","hisp","no","no",2.0059883293,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8300,1987,12,7,"yes","hisp","no","no",1.6737962199,"Professional_and_Related Service","Professional, Technical_and_kindred",NA
8304,1980,12,2,"no","hisp","no","no",1.7793567025,"Agricultural","Operatives_and_kindred",NA
8304,1981,12,3,"no","hisp","no","no",1.6992942416,"Trade","Operatives_and_kindred",NA
8304,1982,12,4,"no","hisp","no","no",1.6372588506,"Agricultural","Operatives_and_kindred",NA
8304,1983,12,5,"no","hisp","no","no",1.6682516748,"Agricultural","Operatives_and_kindred",NA
8304,1984,12,6,"no","hisp","yes","no",1.6825463843,"Agricultural","Operatives_and_kindred",NA
8304,1985,12,7,"no","hisp","yes","no",1.5968854464,"Manufacturing","Managers, Officials_and_Proprietors",NA
8304,1986,12,8,"no","hisp","yes","no",1.682178399,"Agricultural","Farm_Laborers_and_Foreman",NA
8304,1987,12,9,"yes","hisp","yes","no",1.8342676672,"Manufacturing","Managers, Officials_and_Proprietors",NA
8364,1980,11,3,"no","hisp","no","no",1.4151664095,"Business_and_Repair_Service","Operatives_and_kindred","rural_area"
8364,1981,11,4,"no","hisp","yes","no",1.5570018945,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","rural_area"
8364,1982,11,5,"no","hisp","yes","no",2.0576125712,"Manufacturing","Operatives_and_kindred","rural_area"
8364,1983,11,6,"no","hisp","yes","no",1.3517855864,"Construction","Craftsmen, Foremen_and_kindred",NA
8364,1984,11,7,"yes","hisp","yes","no",1.3878956425,"Transportation","Operatives_and_kindred",NA
8364,1985,11,8,"no","hisp","yes","no",1.4259222418,"Transportation","Laborers_and_farmers",NA
8364,1986,11,9,"no","hisp","yes","no",1.5206667853,"Transportation","Laborers_and_farmers",NA
8364,1987,11,10,"no","hisp","yes","no",1.524606688,"Public_Administration","Laborers_and_farmers",NA
8370,1980,12,3,"no","other","no","no",1.9643077638,"Manufacturing","Craftsmen, Foremen_and_kindred","rural_area"
8370,1981,12,4,"yes","other","no","no",2.0301704927,"Manufacturing","Craftsmen, Foremen_and_kindred","rural_area"
8370,1982,12,5,"yes","other","no","no",2.0734956174,"Trade","Craftsmen, Foremen_and_kindred","rural_area"
8370,1983,12,6,"no","other","no","no",2.0438638198,"Trade","Craftsmen, Foremen_and_kindred",NA
8370,1984,12,7,"yes","other","yes","no",2.0880114924,"Trade","Craftsmen, Foremen_and_kindred",NA
8370,1985,12,8,"yes","other","yes","no",2.1336865565,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8370,1986,12,9,"no","other","yes","no",2.1136189935,"Trade","Craftsmen, Foremen_and_kindred",NA
8370,1987,12,10,"yes","other","yes","no",1.9520507029,"Construction","Craftsmen, Foremen_and_kindred",NA
8381,1980,10,2,"no","hisp","no","no",1.0278663784,"Trade","Laborers_and_farmers",NA
8381,1981,10,3,"yes","hisp","no","no",0.9841681543,"Trade","Laborers_and_farmers",NA
8381,1982,10,4,"no","hisp","no","no",1.4564725502,"Trade","Clerical_and_kindred",NA
8381,1983,10,5,"no","hisp","no","yes",1.3337145613,"Trade","Operatives_and_kindred",NA
8381,1984,10,6,"no","hisp","no","no",1.417555723,"Manufacturing","Operatives_and_kindred",NA
8381,1985,10,7,"no","hisp","no","no",1.5572069625,"Trade","Sales_Workers",NA
8381,1986,10,8,"no","hisp","no","no",1.6431814306,"Manufacturing","Sales_Workers",NA
8381,1987,10,9,"no","hisp","no","no",1.9507161237,"Trade","Operatives_and_kindred",NA
8388,1980,8,8,"no","hisp","yes","no",1.39124675,"Agricultural","Operatives_and_kindred",NA
8388,1981,8,9,"no","hisp","yes","no",1.4943038849,"Agricultural","Craftsmen, Foremen_and_kindred",NA
8388,1982,8,10,"no","hisp","yes","no",1.4407443768,"Agricultural","Operatives_and_kindred",NA
8388,1983,8,11,"no","hisp","yes","no",1.4002529051,"Agricultural","Operatives_and_kindred",NA
8388,1984,8,12,"no","hisp","yes","no",1.4745886664,"Agricultural","Operatives_and_kindred",NA
8388,1985,8,13,"no","hisp","yes","no",1.4062906623,"Agricultural","Farm_Laborers_and_Foreman",NA
8388,1986,8,14,"no","hisp","yes","no",1.4632555672,"Agricultural","Farm_Laborers_and_Foreman",NA
8388,1987,8,15,"no","hisp","yes","no",1.567807273,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred",NA
8406,1980,8,6,"yes","hisp","yes","no",1.2933911161,"Agricultural","Farm_Laborers_and_Foreman",NA
8406,1981,8,7,"no","hisp","yes","no",1.6094379124,"Public_Administration","Laborers_and_farmers",NA
8406,1982,8,8,"no","hisp","yes","no",1.4673598138,"Public_Administration","Operatives_and_kindred",NA
8406,1983,8,9,"no","hisp","yes","no",1.5477775214,"Public_Administration","Operatives_and_kindred",NA
8406,1984,8,10,"no","hisp","yes","no",1.611318875,"Public_Administration","Craftsmen, Foremen_and_kindred",NA
8406,1985,8,11,"no","hisp","yes","no",1.5769512315,"Transportation","Craftsmen, Foremen_and_kindred",NA
8406,1986,8,12,"no","hisp","yes","no",1.706228957,"Public_Administration","Operatives_and_kindred",NA
8406,1987,8,13,"no","hisp","yes","no",1.7069282448,"Public_Administration","Craftsmen, Foremen_and_kindred",NA
8415,1980,10,2,"no","black","no","no",1.1724095399,"Agricultural","Farm_Laborers_and_Foreman","south"
8415,1981,10,3,"yes","black","no","no",0.4269441398,"Mining","Operatives_and_kindred","south"
8415,1982,10,4,"no","black","no","no",1.5100149894,"Business_and_Repair_Service","Operatives_and_kindred","south"
8415,1983,10,5,"yes","black","no","no",-0.069549383,"Construction","Craftsmen, Foremen_and_kindred","south"
8415,1984,10,6,"yes","black","no","no",1.8277283941,"Manufacturing","Service_Workers","south"
8415,1985,10,7,"yes","black","yes","no",1.7933607506,"Trade","Service_Workers","south"
8415,1986,10,8,"yes","black","yes","no",1.9910166714,"Manufacturing","Operatives_and_kindred","south"
8415,1987,10,9,"yes","black","yes","no",1.9520507029,"Manufacturing","Operatives_and_kindred","south"
8496,1980,12,2,"no","black","no","no",1.3518156427,"Trade","Laborers_and_farmers","south"
8496,1981,12,3,"no","black","no","no",1.1962507582,"Trade","Clerical_and_kindred","south"
8496,1982,12,4,"no","black","no","no",0.6411621255,"Trade","Clerical_and_kindred","south"
8496,1983,12,5,"no","black","no","no",1.1161443921,"Trade","Sales_Workers","south"
8496,1984,12,6,"no","black","no","no",0.9893992037,"Trade","Sales_Workers","south"
8496,1985,12,7,"no","black","no","no",1.137353117,"Trade","Laborers_and_farmers","south"
8496,1986,12,8,"no","black","no","no",1.0527470328,"Trade","Sales_Workers","south"
8496,1987,12,9,"no","black","yes","no",1.2144517597,"Trade","Sales_Workers","south"
8501,1980,10,5,"no","black","no","no",0.9624917508,"Trade","Clerical_and_kindred","south"
8501,1981,10,6,"yes","black","no","no",1.0341295727,"Trade","Service_Workers","south"
8501,1982,10,7,"yes","black","no","no",0.854255341,"Trade","Service_Workers","south"
8501,1983,10,8,"yes","black","no","no",1.0916863286,"Trade","Service_Workers","south"
8501,1984,10,9,"no","black","no","no",0.8558678111,"Trade","Service_Workers","south"
8501,1985,10,10,"no","black","no","no",0.8215001676,"Trade","Service_Workers","south"
8501,1986,10,11,"yes","black","no","no",0.9349639971,"Trade","Service_Workers","south"
8501,1987,10,12,"no","black","no","no",1.0137810643,"Trade","Service_Workers","south"
8518,1980,12,5,"yes","other","no","no",1.8561277921,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8518,1981,12,6,"yes","other","no","no",2.1806118955,"Manufacturing","Operatives_and_kindred",NA
8518,1982,12,7,"yes","other","yes","no",2.4266519817,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
8518,1983,12,8,"yes","other","yes","no",2.3727937701,"Manufacturing","Professional, Technical_and_kindred","south"
8518,1984,12,9,"yes","other","yes","no",2.7035724364,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
8518,1985,12,10,"yes","other","yes","no",2.9218999847,"Manufacturing","Operatives_and_kindred","south"
8518,1986,12,11,"no","other","yes","no",2.1649122879,"Construction","Craftsmen, Foremen_and_kindred","south"
8518,1987,12,12,"no","other","yes","no",1.8867912878,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
8520,1980,15,2,"no","other","no","no",0.5544002459,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
8520,1981,15,3,"yes","other","no","no",1.115961927,"Business_and_Repair_Service","Operatives_and_kindred","north_east"
8520,1982,15,4,"no","other","no","no",1.3153700228,"Agricultural","Sales_Workers",NA
8520,1983,15,5,"no","other","yes","no",1.2599037365,"Agricultural","Sales_Workers","nothern_central"
8520,1984,15,6,"no","other","yes","no",1.296499362,"Agricultural","Managers, Officials_and_Proprietors","nothern_central"
8520,1985,15,7,"no","other","yes","no",-1.15518164,"Business_and_Repair_Service","Sales_Workers","nothern_central"
8520,1986,15,8,"no","other","yes","no",1.28834766,"Agricultural","Managers, Officials_and_Proprietors","nothern_central"
8520,1987,15,9,"no","other","yes","no",1.3660016579,"Agricultural","Laborers_and_farmers","nothern_central"
8524,1980,11,1,"no","other","yes","no",1.1982588504,"Trade","Craftsmen, Foremen_and_kindred",NA
8524,1981,11,2,"no","other","yes","no",1.5293952048,"Agricultural","Laborers_and_farmers",NA
8524,1982,11,3,"yes","other","yes","no",1.5267832343,"Agricultural","Laborers_and_farmers",NA
8524,1983,11,4,"yes","other","yes","no",1.4971514367,"Construction","Laborers_and_farmers","south"
8524,1984,11,5,"yes","other","yes","no",1.5141277326,"Personal_Service","Service_Workers",NA
8524,1985,11,6,"yes","other","yes","no",1.7282214484,"Agricultural","Craftsmen, Foremen_and_kindred",NA
8524,1986,11,7,"yes","other","yes","no",-0.699791723,"Agricultural","Craftsmen, Foremen_and_kindred",NA
8524,1987,11,8,"yes","other","yes","no",1.5806345195,"Agricultural","Laborers_and_farmers",NA
8548,1980,8,3,"no","other","no","no",1.194742035,"Trade","Service_Workers",NA
8548,1981,8,4,"no","other","no","no",1.1833535171,"Trade","Service_Workers",NA
8548,1982,8,5,"no","other","no","no",1.1376976691,"Manufacturing","Operatives_and_kindred",NA
8548,1983,8,6,"no","other","no","no",1.3670372756,"Manufacturing","Operatives_and_kindred",NA
8548,1984,8,7,"no","other","yes","no",1.344393949,"Manufacturing","Operatives_and_kindred",NA
8548,1985,8,8,"no","other","no","no",1.5322640374,"Manufacturing","Operatives_and_kindred",NA
8548,1986,8,9,"no","other","no","no",1.1927931064,"Manufacturing","Operatives_and_kindred","south"
8548,1987,8,10,"no","other","no","no",1.0678482855,"Trade","Operatives_and_kindred","south"
8556,1980,11,2,"no","other","no","no",1.6380431694,"Manufacturing","Operatives_and_kindred",NA
8556,1981,11,3,"no","other","no","no",1.7830475286,"Manufacturing","Operatives_and_kindred",NA
8556,1982,11,4,"no","other","no","no",1.6385131983,"Manufacturing","Service_Workers",NA
8556,1983,11,5,"no","other","yes","no",1.7708724628,"Manufacturing","Service_Workers",NA
8556,1984,11,6,"no","other","yes","no",1.9731312164,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
8556,1985,11,7,"no","other","yes","no",2.0221451818,"Manufacturing","Service_Workers","south"
8556,1986,11,8,"no","other","yes","no",1.9237502311,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
8556,1987,11,9,"no","other","yes","no",2.0354323118,"Manufacturing","Service_Workers",NA
8564,1980,11,1,"no","other","no","no",0.809186737,"Trade","Sales_Workers",NA
8564,1981,11,2,"no","other","yes","no",1.263692039,"Manufacturing","Operatives_and_kindred",NA
8564,1982,11,3,"no","other","yes","no",1.3545643197,"Manufacturing","Operatives_and_kindred",NA
8564,1983,11,4,"no","other","yes","no",1.4705178391,"Business_and_Repair_Service","Operatives_and_kindred",NA
8564,1984,11,5,"no","other","yes","no",1.3636813844,"Trade","Operatives_and_kindred",NA
8564,1985,11,6,"no","other","yes","no",1.819571227,"Manufacturing","Operatives_and_kindred",NA
8564,1986,11,7,"no","other","yes","no",1.5370056292,"Manufacturing","Laborers_and_farmers",NA
8564,1987,11,8,"no","other","yes","no",1.524606688,"Public_Administration","Clerical_and_kindred",NA
8581,1980,12,3,"no","black","no","no",1.2277090842,"Trade","Service_Workers",NA
8581,1981,12,4,"no","black","no","no",1.1678283994,"Trade","Service_Workers",NA
8581,1982,12,5,"no","black","no","no",0.7084504855,"Trade","Service_Workers",NA
8581,1983,12,6,"no","black","no","no",0.9615011099,"Entertainment","Service_Workers",NA
8581,1984,12,7,"no","black","yes","no",0.6740972875,"Entertainment","Service_Workers",NA
8581,1985,12,8,"no","black","yes","no",0.9843019425,"Entertainment","Service_Workers",NA
8581,1986,12,9,"no","black","yes","no",0.7273246324,"Manufacturing","Operatives_and_kindred",NA
