"year","violent","murder","robbery","prisoners","afam","cauc","male","population","income","density","state","law"
"1989",703.9,8.6,105.2,180,4.486758,63.60856,15.82727,1.503892,11310.26,0.0123945,"New Mexico","no"
"1990",780.2,9.2,115.1,178,4.58461,64.0296,15.58858,1.519933,11399.52,0.0125237,"New Mexico","no"
"1991",834.8,10.5,120.3,196,4.688921,63.90107,15.36589,1.547115,11508.86,0.0127476,"New Mexico","no"
"1992",934.9,8.9,139.3,191,4.759892,63.8187,15.19766,1.58075,11661.75,0.0130248,"New Mexico","no"
"1993",929.7,8,138.4,197,4.791209,63.69611,15.06288,1.614937,11868.71,0.0133064,"New Mexico","no"
"1994",889.2,10.7,140.8,206,4.829408,63.84676,14.95794,1.653329,12059.71,0.0136228,"New Mexico","no"
"1995",819.2,8.8,154.5,211,4.873286,63.94342,14.88335,1.682417,12329.21,0.0138625,"New Mexico","no"
"1996",840.6,11.5,162.4,231,4.963687,63.96568,14.83239,1.706151,12368.53,0.014058,"New Mexico","no"
"1997",853.3,7.7,171.4,261,5.03355,63.73423,14.79292,1.722939,12564.69,0.0141963,"New Mexico","no"
"1998",961.4,10.9,163.4,256,5.191242,63.52061,14.73607,1.733535,12935.48,0.0142836,"New Mexico","no"
"1999",834.5,9.8,148.2,271,5.31243,63.32625,14.6754,1.739844,13057.93,0.0143356,"New Mexico","no"
"1977",831.8,10.7,472.6,98,5.27184,62.9616,17.10692,17.81261,13403.53,0.3724071,"New York","no"
"1978",841,10.3,472.1,108,5.385798,62.78698,17.00131,17.68059,13719.91,0.3696471,"New York","no"
"1979",917.4,11.9,529.6,114,5.527535,62.59568,16.91857,17.58384,13619.84,0.3676244,"New York","no"
"1980",1029.5,12.7,641.3,120,5.759618,61.99079,16.80301,17.56675,13413.85,0.3707865,"New York","no"
"1981",1069.6,12.3,684,123,5.949563,61.791,16.76984,17.56773,13550.94,0.3708071,"New York","no"
"1982",990.1,11.4,610.7,145,6.147531,61.32369,16.63624,17.58975,13771.01,0.3712718,"New York","no"
"1983",914.1,11.1,536.5,158,6.343563,60.80314,16.48022,17.6869,14188,0.3733226,"New York","no"
"1984",914.3,10.1,506.9,172,6.541053,60.28036,16.29392,17.74569,15093.7,0.3745634,"New York","no"
"1985",929.9,9.5,504.4,187,6.733792,59.72289,16.10475,17.79167,15495.68,0.3755339,"New York","no"
"1986",985.9,10.7,514.1,195,6.933656,59.12571,15.89608,17.83342,16204.74,0.3764151,"New York","no"
"1987",1008.1,11.3,503.3,216,7.131909,58.5247,15.67199,17.86885,16690.19,0.3771629,"New York","no"
"1988",1097.3,12.5,544.4,229,7.329988,58.01797,15.46924,17.94131,17348.57,0.3786924,"New York","no"
"1989",1131.2,12.5,579.3,248,7.517052,57.44759,15.22776,17.98309,17638.7,0.3795742,"New York","no"
"1990",1180.9,14.5,624.7,285,7.695074,58.69953,14.96152,18.00286,17766.03,0.3812226,"New York","no"
"1991",1163.9,14.2,622.1,304,7.786431,58.12228,14.62381,18.02953,17501.6,0.3817875,"New York","no"
"1992",1122.1,13.2,596.9,320,7.896828,57.58609,14.34285,18.08203,17891.29,0.3828992,"New York","no"
"1993",1073.5,13.3,561.2,340,8.006265,57.12248,14.09058,18.14089,17630.82,0.3841456,"New York","no"
"1994",965.6,11.1,476.7,354,8.103697,56.68006,13.83168,18.15665,17713.25,0.3844793,"New York","no"
"1995",841.9,8.5,399.7,367,8.19649,56.29628,13.6195,18.15093,18129.53,0.3843581,"New York","no"
"1996",727,7.4,340,378,8.314287,56.06857,13.45638,18.1438,18583.91,0.3842073,"New York","no"
"1997",688.6,6,309.3,383,8.442421,55.93539,13.34361,18.14318,18946.71,0.3841942,"New York","no"
"1998",637.8,5.1,270.3,386,8.56143,55.92968,13.26412,18.15918,19711.47,0.3845327,"New York","no"
"1999",588.8,5,240.8,397,8.678829,55.9836,13.1956,18.1966,20272.8,0.3853253,"New York","no"
"1977",407.1,10.6,61.3,214,8.210358,57.76085,18.84295,5.685611,9959.352,0.1165132,"North Carolina","no"
"1978",413.4,10.8,65.9,234,8.235327,57.72733,18.675,5.759492,10359.84,0.1180272,"North Carolina","no"
"1979",446.1,10.7,77.2,223,8.260472,57.66654,18.47252,5.823493,10236.49,0.1193388,"North Carolina","no"
"1980",455,10.6,82.3,240,8.406182,57.73013,18.44014,5.89898,9970.623,0.1207743,"North Carolina","no"
"1981",436.7,9.1,80.8,244,8.458397,57.83779,18.39927,5.956661,10065.66,0.1219553,"North Carolina","no"
"1982",446.3,9.1,85.9,248,8.458483,57.81456,18.22489,6.019141,10000.08,0.1232345,"North Carolina","no"
"1983",409.6,8.1,79.6,255,8.469481,57.71644,18.07053,6.077066,10480,0.1244204,"North Carolina","no"
"1984",403.6,8.7,74.8,233,8.468751,57.70063,17.83964,6.164014,11304.69,0.1262006,"North Carolina","no"
"1985",420.9,8.3,78.2,246,8.461959,57.6155,17.60892,6.253989,11712.97,0.1280427,"North Carolina","no"
"1986",475.9,8.1,87.7,254,8.427985,57.37815,17.24389,6.321582,12220.6,0.1294266,"North Carolina","no"
"1987",484,8.1,93.9,257,8.427617,57.1776,16.91528,6.403696,12563.02,0.1311078,"North Carolina","no"
"1988",501.9,7.8,108.6,250,8.418236,56.94728,16.55651,6.480598,13018.16,0.1326822,"North Carolina","no"
"1989",546.4,8.9,133.5,249,8.421701,56.71115,16.21172,6.565467,13280.82,0.1344198,"North Carolina","no"
"1990",623.5,10.7,152.1,250,8.442483,58.31004,15.90219,6.656987,13233.65,0.1366433,"North Carolina","no"
"1991",658.4,11.4,178,265,8.475556,58.05008,15.57653,6.748135,13069.55,0.1385142,"North Carolina","no"
"1992",681,10.6,186.8,269,8.516156,57.62149,15.29646,6.83185,13575.2,0.1402326,"North Carolina","no"
"1993",679.3,11.3,192.4,290,8.536718,57.31176,15.02238,6.947412,13808.94,0.1426046,"North Carolina","no"
"1994",655,10.9,181.2,305,8.554008,57.04784,14.74776,7.060959,14065.63,0.1449353,"North Carolina","no"
"1995",646.4,9.4,179.2,323,8.575942,56.93417,14.55679,7.185403,14347.45,0.1474897,"North Carolina","no"
"1996",588.1,8.5,163.9,384,8.609256,56.82938,14.40151,7.307658,14566.9,0.1499991,"North Carolina","yes"
"1997",607,8.3,172.6,376,8.650442,56.7124,14.28686,7.428672,15021.37,0.1524831,"North Carolina","yes"
"1998",579.4,8.1,160.8,370,8.702306,56.681,14.15874,7.545828,15551.17,0.1548879,"North Carolina","yes"
"1999",542.1,7.2,158,358,8.760103,56.69116,14.02926,7.650789,15797.37,0.1570423,"North Carolina","yes"
"1977",67.1,0.9,13.3,26,1.341708,69.79649,19.70008,0.649769,10565.99,0.0093798,"North Dakota","no"
"1978",67,1.2,15.6,30,1.387221,69.51859,19.55437,0.651302,12431.81,0.009402,"North Dakota","no"
"1979",61.3,1.5,9.9,21,1.401761,69.25468,19.36397,0.652893,11522.06,0.0094249,"North Dakota","no"
"1980",54,1.2,7.7,19,1.433876,69.05927,19.23974,0.65438,9786.855,0.0094427,"North Dakota","no"
"1981",67.5,2.3,12.9,28,1.478794,68.76475,18.9846,0.659524,11334.83,0.0095169,"North Dakota","no"
"1982",61.8,0.7,12.7,33,1.50276,68.53995,18.68666,0.668969,11341.68,0.0096532,"North Dakota","no"
"1983",53.7,2.1,7.8,47,1.536609,68.22214,18.34073,0.676685,11386,0.0097646,"North Dakota","no"
"1984",53.6,1.2,7.7,51,1.588102,67.86971,17.96214,0.680498,11802.41,0.0098196,"North Dakota","no"
"1985",47,1,6.4,54,1.636063,67.49587,17.54277,0.676991,11862.99,0.009769,"North Dakota","no"
"1986",51.3,1,6.9,55,1.683373,67.07564,17.06212,0.669489,11931.53,0.0096607,"North Dakota","yes"
"1987",56.8,1.5,7.6,53,1.741012,66.72974,16.68701,0.661167,11896.5,0.0095406,"North Dakota","yes"
"1988",59.1,1.8,8.1,57,1.817105,66.64963,16.30481,0.655273,10731.29,0.0094556,"North Dakota","yes"
"1989",63.2,0.6,9.2,62,1.885228,66.47451,15.99218,0.646341,11528.67,0.0093267,"North Dakota","yes"
"1990",73.9,0.8,7.8,62,1.96591,68.91557,15.64899,0.637364,12100.56,0.009238,"North Dakota","yes"
"1991",65.4,1.1,8,67,1.995273,68.76801,15.54512,0.634199,11893.37,0.0091921,"North Dakota","yes"
"1992",83.3,1.9,7.9,68,2.02478,68.96371,15.47416,0.635427,12561.32,0.0092099,"North Dakota","yes"
"1993",82.2,1.7,8.3,67,2.042594,69.21892,15.45175,0.637229,12284.87,0.009236,"North Dakota","yes"
"1994",81.8,0.2,11.1,70,2.066081,69.45083,15.4223,0.639762,12790.18,0.0092727,"North Dakota","yes"
"1995",86.7,0.9,10,78,2.111923,69.67663,15.43595,0.641548,12480.94,0.0092986,"North Dakota","yes"
"1996",84,2.2,11,85,2.19193,69.95417,15.43716,0.642858,13440.41,0.0093176,"North Dakota","yes"
"1997",87.2,0.9,6.4,101,2.236229,70.17045,15.38946,0.640945,12917.42,0.0092899,"North Dakota","yes"
"1998",89.3,1.1,10.2,112,2.295048,70.13709,15.33298,0.637808,13889.86,0.0092444,"North Dakota","yes"
"1999",66.9,1.6,8.8,128,2.349187,70.14247,15.24668,0.633666,13917.25,0.0091844,"North Dakota","yes"
"1977",406.7,7.8,190.5,117,3.519284,66.74809,17.99975,10.7714,12348.08,0.2628773,"Ohio","no"
"1978",412.7,6.9,182.6,120,3.556667,66.73001,17.8805,10.79558,12722.13,0.2634676,"Ohio","no"
"1979",457.5,8.1,194.8,122,3.599927,66.63911,17.75854,10.7983,12692.37,0.2635339,"Ohio","no"
"1980",498.3,8.1,223.7,125,3.685806,66.44777,17.62688,10.80065,12214.53,0.2634048,"Ohio","no"
"1981",496.6,7.4,236.9,125,3.735891,66.35651,17.49891,10.78832,12036.27,0.2631042,"Ohio","no"
"1982",436.7,6.3,183.6,139,3.765303,66.11286,17.27588,10.75709,11852.52,0.2623424,"Ohio","no"
"1983",397.9,5.6,159.4,160,3.791123,65.7574,17.01007,10.73763,12167,0.261868,"Ohio","no"
"1984",385.3,5.1,145.6,155,3.819927,65.44431,16.7284,10.73775,12897.59,0.2618707,"Ohio","no"
"1985",381.6,5.2,133.1,174,3.848571,65.18134,16.42167,10.73492,13237.17,0.2618018,"Ohio","no"
"1986",420.9,5.5,142.1,194,3.875234,64.88249,16.08576,10.73027,13574.1,0.2616883,"Ohio","no"
"1987",421.3,5.8,153.1,209,3.906207,64.60281,15.73168,10.76008,13746.97,0.2624154,"Ohio","no"
"1988",452,5.4,161.4,219,3.940451,64.36441,15.42304,10.79856,14094.24,0.2633539,"Ohio","no"
"1989",468.6,6,170.9,243,3.974989,64.05193,15.11804,10.82921,14313.47,0.2641013,"Ohio","no"
"1990",506.2,6.1,188.5,279,4.031344,66.15223,14.85449,10.86184,14319.5,0.2652269,"Ohio","no"
"1991",561.8,7.2,215.2,289,4.072498,65.96347,14.65337,10.93368,14047.63,0.2669812,"Ohio","no"
"1992",525.9,6.6,199,324,4.13623,65.7691,14.49884,11.00761,14371.82,0.2687864,"Ohio","no"
"1993",504.1,6,192.7,347,4.184489,65.61407,14.35962,11.07038,14468.31,0.2703193,"Ohio","no"
"1994",485.8,6,187.5,365,4.227386,65.47792,14.21471,11.11145,14826.34,0.271322,"Ohio","no"
"1995",482.5,5.4,178.7,387,4.278977,65.4557,14.12122,11.15549,14968.1,0.2723975,"Ohio","no"
"1996",428.7,4.8,164.1,400,4.332642,65.43978,14.06921,11.18703,14994.26,0.2731676,"Ohio","no"
"1997",435.4,4.7,158.7,413,4.38574,65.39888,14.02826,11.2125,15472.84,0.2737894,"Ohio","no"
"1998",362.5,4,133.5,429,4.445747,65.43416,13.9894,11.23775,16001.48,0.2744061,"Ohio","no"
"1999",316.4,3.5,128,432,4.507334,65.46132,13.94151,11.25665,16248.26,0.2748676,"Ohio","no"
"1977",316.6,8.6,73.8,133,4.33371,63.51503,18.07595,2.870012,10827.38,0.0417262,"Oklahoma","no"
"1978",353,8.5,88.3,129,4.418449,63.26656,17.86812,2.917336,11287.34,0.0424142,"Oklahoma","no"
"1979",405.2,9.7,102.6,146,4.495429,63.10439,17.74786,2.975311,11641.42,0.0432571,"Oklahoma","no"
"1980",419.5,10,104.9,147,4.664462,62.96575,17.65826,3.040758,11582.22,0.0442904,"Oklahoma","no"
"1981",426.8,9,115.4,151,4.774306,62.94326,17.54943,3.096157,12059.29,0.0450973,"Oklahoma","no"
"1982",443.9,10.8,132.8,169,4.882282,63.06606,17.40014,3.206124,12195.14,0.0466991,"Oklahoma","no"
"1983",423.4,7.6,128.7,201,4.994554,62.69285,17.17789,3.290404,11725,0.0479266,"Oklahoma","no"
"1984",407.5,7.8,111.2,212,5.113821,62.15516,16.89424,3.285528,12166.83,0.0478556,"Oklahoma","no"
"1985",422,7.7,106.8,236,5.239792,61.63043,16.61112,3.271332,12283.39,0.0476489,"Oklahoma","no"
"1986",436.4,8.1,106.5,250,5.376682,61.16328,16.29,3.252731,12078.79,0.0473779,"Oklahoma","no"
"1987",417.6,7.5,109.5,288,5.527026,60.53362,15.9978,3.210117,11807.93,0.0467572,"Oklahoma","no"
"1988",434.5,7.4,105.1,296,5.69437,60.02283,15.66877,3.167058,12004.39,0.04613,"Oklahoma","no"
"1989",491.5,6.5,126.2,323,5.874236,59.71284,15.39984,3.150299,12257.79,0.0458859,"Oklahoma","no"
"1990",547.5,8,121.9,361,6.051212,61.39859,15.19342,3.147105,12355.07,0.0458234,"Oklahoma","no"
"1991",583.7,7.2,128.9,381,6.049448,61.4276,15.01631,3.166471,12223.05,0.0461054,"Oklahoma","no"
"1992",622.8,6.5,136.2,416,6.083315,61.53336,14.95627,3.204174,12443.46,0.0466544,"Oklahoma","no"
"1993",634.8,8.4,121.8,459,6.113857,61.60735,14.89162,3.228829,12460.57,0.0470133,"Oklahoma","no"
"1994",651.5,6.9,128.1,506,6.09876,61.69035,14.81797,3.246119,12586.56,0.0472651,"Oklahoma","no"
"1995",664.1,12.2,115.6,508,6.10792,61.78748,14.81942,3.265547,12683.68,0.047548,"Oklahoma","no"
"1996",597.1,6.8,106.8,552,6.143024,61.93959,14.82217,3.289634,12795.89,0.0478987,"Oklahoma","yes"
"1997",559.5,6.9,103.9,591,6.179451,61.99123,14.7973,3.314259,13106.83,0.0482572,"Oklahoma","yes"
"1998",539.4,6.1,92,617,6.223009,62.03029,14.75767,3.339478,13567.87,0.0486244,"Oklahoma","yes"
"1999",508.2,6.9,82.9,622,6.265761,62.08629,14.71476,3.358044,13728.88,0.0488948,"Oklahoma","yes"
"1977",455.8,4.9,124.1,122,1.399533,70.91949,17.94813,2.446673,12422.06,0.0254374,"Oregon","no"
"1978",502.4,5,131.1,122,1.437637,70.7952,17.76759,2.518299,12951.33,0.0261821,"Oregon","no"
"1979",545.4,4.2,130.6,117,1.47905,70.65277,17.61962,2.588013,12917.38,0.0269069,"Oregon","no"
"1980",490.4,5.1,152.4,122,1.56,70.70586,17.52256,2.641218,12326.96,0.0274601,"Oregon","no"
"1981",478.7,4.4,180.6,120,1.624597,70.36204,17.16866,2.667984,11904.75,0.0277383,"Oregon","no"
"1982",473,5.1,167.3,124,1.681663,69.88253,16.74702,2.664922,11484.1,0.0277065,"Oregon","no"
"1983",487.8,4.1,170.3,146,1.728119,69.31556,16.27869,2.653058,11832,0.0275832,"Oregon","no"
"1984",506.1,4.8,168.6,157,1.783212,68.90342,15.83032,2.666592,12338.49,0.0277239,"Oregon","no"
"1985",551.1,4.7,185.6,170,1.842704,68.53308,15.45123,2.672648,12544.52,0.0277868,"Oregon","no"
"1986",549.7,6.6,205.9,165,1.904021,68.18871,15.09511,2.683531,12873.26,0.0279,"Oregon","no"
"1987",539.5,5.6,196,176,1.963866,67.95156,14.76735,2.700999,13076.95,0.0280816,"Oregon","no"
"1988",545.7,5.1,193,200,2.040049,67.84964,14.5257,2.741307,13524.2,0.0285007,"Oregon","no"
"1989",518.6,4.8,151.8,215,2.109642,67.60602,14.31504,2.790568,13829.27,0.0290128,"Oregon","no"
"1990",506.8,3.8,144.3,235,2.180059,69.36436,14.22593,2.858547,13908.79,0.0297756,"Oregon","no"
"1991",506.3,4.6,150.1,223,2.229828,69.5378,14.05751,2.918745,13747.19,0.0304026,"Oregon","yes"
"1992",510.2,4.7,151.4,228,2.285827,69.50073,13.96016,2.973934,13886.18,0.0309775,"Oregon","yes"
"1993",503.1,4.6,129.6,174,2.339042,69.71551,13.87937,3.03449,14058.36,0.0316083,"Oregon","yes"
"1994",520.6,4.9,138.2,166,2.385086,69.76754,13.82926,3.087142,14394.91,0.0321567,"Oregon","yes"
"1995",522.4,4.1,137.9,191,2.443098,69.86402,13.82365,3.141421,14824.87,0.0327221,"Oregon","yes"
"1996",463.1,4,122.2,206,2.49674,70.04883,13.82604,3.195087,15017.11,0.0332811,"Oregon","yes"
"1997",444.4,2.9,117.5,226,2.542292,70.17027,13.84819,3.243254,15428.12,0.0337828,"Oregon","yes"
"1998",419.8,3.8,105.2,232,2.593863,70.22414,13.85702,3.282055,15883.56,0.034187,"Oregon","yes"
"1999",374.9,2.7,86.2,260,2.64457,70.33952,13.85325,3.316154,16120.88,0.0345422,"Oregon","yes"
"1977",282.8,5.6,130.3,56,3.163795,67.17242,17.21567,11.89359,12318.49,0.264502,"Pennsylvania","no"
"1978",301.1,6.2,136.7,56,3.199438,67.07594,17.10899,11.8794,12690.04,0.2641863,"Pennsylvania","no"
"1979",333.6,6.2,152.2,65,3.243192,66.9677,17.02396,11.88798,12656.7,0.2643771,"Pennsylvania","no"
"1980",363.9,6.8,177.9,67,3.31975,66.88034,16.96696,11.86831,12272.56,0.2643982,"Pennsylvania","no"
"1981",371.7,6.1,186.6,68,3.369268,66.72968,16.8695,11.85857,12257.66,0.2641813,"Pennsylvania","no"
"1982",360.4,5.7,175.4,78,3.404364,66.43293,16.67715,11.84515,12267.38,0.2638823,"Pennsylvania","no"
"1983",342.8,4.9,172.3,88,3.434612,66.04167,16.42494,11.83773,12455,0.263717,"Pennsylvania","no"
"1984",320.6,4.5,148.4,98,3.468075,65.68049,16.14494,11.81517,12958.01,0.2632145,"Pennsylvania","no"
"1985",331.1,4.6,147,109,3.506406,65.22522,15.83221,11.77085,13376.07,0.2622272,"Pennsylvania","no"
"1986",358.6,5.5,152.1,119,3.546907,64.7671,15.50297,11.78275,13804.07,0.2624921,"Pennsylvania","no"
"1987",369.4,5.4,144.4,128,3.59381,64.35545,15.16821,11.81086,14156.53,0.2631185,"Pennsylvania","no"
"1988",362,5.5,138.1,136,3.630356,64.04595,14.83701,11.84575,14585.97,0.2638958,"Pennsylvania","no"
"1989",378.6,6.3,149.7,149,3.656925,63.68747,14.46858,11.86601,15036.17,0.264347,"Pennsylvania","no"
"1990",431,6.7,176.2,169,3.693717,65.93815,14.17472,11.8956,15105.13,0.2654084,"Pennsylvania","yes"
"1991",450,6.3,193.9,183,3.717375,65.6598,13.93099,11.94316,14989.15,0.2664694,"Pennsylvania","yes"
"1992",427,6.2,180.7,192,3.7588,65.33145,13.7415,11.98082,15300.5,0.2673097,"Pennsylvania","yes"
"1993",417.5,6.8,179,207,3.796508,65.06128,13.58997,12.02213,15303.38,0.2682313,"Pennsylvania","yes"
"1994",426.7,5.9,186.7,216,3.840459,64.8941,13.43727,12.04255,15364.61,0.2686869,"Pennsylvania","yes"
"1995",427.3,6.3,189.3,235,3.879622,64.81329,13.32592,12.04478,15524.65,0.2687367,"Pennsylvania","yes"
"1996",480.3,5.7,189,268,3.933267,64.82384,13.2439,12.03801,15772.13,0.2685856,"Pennsylvania","yes"
"1997",442.1,5.9,156.3,286,3.97686,64.85114,13.19228,12.01589,16200.03,0.2680921,"Pennsylvania","yes"
"1998",420.5,5.3,164.9,291,4.023894,64.91528,13.1332,12.00233,16727.35,0.2677896,"Pennsylvania","yes"
"1999",420.5,4.9,155.7,303,4.07429,65.01945,13.05575,11.99402,17114.16,0.2676041,"Pennsylvania","yes"
"1977",301.6,3.6,86.5,53,1.434283,71.38422,17.73506,0.950231,11514.58,0.9058446,"Rhode Island","no"
"1978",348.1,4,98.2,56,1.481589,71.46287,17.62778,0.951816,11754.9,0.9073556,"Rhode Island","no"
"1979",375.1,3.2,109.7,56,1.540224,71.5311,17.60883,0.950381,11792.34,0.9059876,"Rhode Island","no"
"1980",408.5,4.4,118.6,63,1.599645,70.92782,17.41544,0.948773,11778.08,0.8993109,"Rhode Island","no"
"1981",441.7,4.2,132,65,1.699463,70.77566,17.41645,0.953007,11853.24,0.9033242,"Rhode Island","no"
"1982",401.8,3.7,114.7,72,1.786463,70.3692,17.29796,0.954176,11976.36,0.9044322,"Rhode Island","no"
"1983",355.2,2.7,112.9,82,1.866839,69.90588,17.11524,0.956376,12439,0.9065175,"Rhode Island","no"
"1984",334.7,3.4,113.4,92,1.951864,69.58003,16.90351,0.961901,13154.6,0.9117545,"Rhode Island","no"
"1985",346.6,3.6,115.9,92,2.035812,69.1723,16.70788,0.96895,13598.31,0.9184361,"Rhode Island","no"
"1986",335.5,3.5,118.7,99,2.116862,68.66371,16.42361,0.977343,14168.58,0.9263915,"Rhode Island","no"
"1987",359.7,3.5,107.7,103,2.202196,68.25656,16.13253,0.989603,14602.93,0.9380123,"Rhode Island","no"
"1988",396.7,4.1,115.2,100,2.290507,67.86526,15.80061,0.996417,15384.18,0.9444711,"Rhode Island","no"
"1989",378,4.9,112.4,118,2.39171,67.38249,15.43434,1.000665,15784.57,0.9484976,"Rhode Island","no"
"1990",431.9,4.8,122,146,2.479174,69.39707,15.1211,1.004649,15387.83,0.9613866,"Rhode Island","no"
"1991",462,3.7,122.9,157,2.52871,68.82858,14.80861,1.00399,14885.35,0.960756,"Rhode Island","no"
"1992",394.5,3.6,94.5,173,2.547845,68.26462,14.51291,1.000571,15092.47,0.9574842,"Rhode Island","no"
"1993",401.7,3.9,101.1,170,2.581645,67.69461,14.25883,0.997852,15252.39,0.9548823,"Rhode Island","no"
"1994",375.5,4.1,87.3,172,2.639489,67.31688,13.99721,0.993412,15296.06,0.9506335,"Rhode Island","no"
"1995",368,3.3,92.3,186,2.685899,67.00869,13.80606,0.989203,15726.08,0.9466057,"Rhode Island","no"
"1996",347.2,2.5,83.2,186,2.747257,66.90131,13.64862,0.987858,15953.1,0.9453186,"Rhode Island","no"
"1997",333.5,2.5,71.6,205,2.8234,66.84111,13.56247,0.986966,16543.44,0.9444651,"Rhode Island","no"
"1998",312.1,2.4,66.7,213,2.905324,66.89433,13.43733,0.987704,17120.22,0.9451712,"Rhode Island","no"
"1999",286.6,3.6,79.5,220,2.957654,66.86559,13.32948,0.990819,17542.33,0.9481522,"Rhode Island","no"
"1977",636.2,11.9,105.9,230,10.5465,52.7606,19.69209,2.991683,9344.497,0.0989804,"South Carolina","no"
"1978",637.6,11.5,101.3,239,10.53142,52.74525,19.42307,3.044365,9678.352,0.1007234,"South Carolina","no"
"1979",678.3,12.6,107.6,243,10.55307,52.71151,19.23501,3.090266,9664.368,0.1022421,"South Carolina","no"
"1980",660,11.4,118.1,237,10.65547,52.53884,19.01045,3.134502,9422.946,0.1037811,"South Carolina","no"
"1981",640.4,10.4,120.2,238,10.73265,52.67374,19.00076,3.179235,9481.496,0.1052622,"South Carolina","no"
"1982",720,10.9,122.4,251,10.70938,52.60826,18.74896,3.207618,9361.272,0.106202,"South Carolina","no"
"1983",616.8,9.8,104.9,270,10.67709,52.49292,18.45694,3.234074,9775,0.1070779,"South Carolina","no"
"1984",624.5,9.2,103.3,276,10.66809,52.40158,18.20869,3.271861,10462.69,0.108329,"South Carolina","no"
"1985",631,9.1,93.9,284,10.57847,52.28647,17.73742,3.303208,10802.72,0.1093669,"South Carolina","no"
"1986",674.6,8.6,99.5,294,10.57243,52.12664,17.51189,3.342769,11142.52,0.1106767,"South Carolina","no"
"1987",664.9,9.3,101.1,324,10.55783,51.99231,17.18068,3.380506,11450.11,0.1119262,"South Carolina","no"
"1988",741.2,9.3,124.7,344,10.52018,51.79147,16.76843,3.412091,11825.89,0.1129719,"South Carolina","no"
"1989",813.7,9.1,130.2,369,10.525,51.61836,16.46841,3.45677,11911.7,0.1144512,"South Carolina","no"
"1990",976.6,11.2,152.4,416,10.55408,53.26236,16.11128,3.499064,12230.1,0.1162055,"South Carolina","no"
"1991",972.5,11.3,171.1,451,10.60981,53.1396,15.82247,3.55947,11994.98,0.1182116,"South Carolina","no"
"1992",944.5,10.4,170.6,473,10.70237,52.91803,15.58381,3.600576,12187.15,0.1195768,"South Carolina","no"
"1993",1023.4,10.3,187.3,486,10.7728,52.67149,15.26661,3.634507,12267.64,0.1207036,"South Carolina","no"
"1994",1030.5,9.6,186.1,488,10.80368,52.49868,14.97258,3.666456,12556.99,0.1217647,"South Carolina","no"
"1995",981.9,7.9,175.9,494,10.86079,52.41994,14.73533,3.699943,12735.34,0.1228768,"South Carolina","no"
"1996",996.9,9,172,515,10.90345,52.34179,14.59419,3.738974,12955.9,0.124173,"South Carolina","no"
"1997",990.3,8.4,176.2,532,10.91852,52.31548,14.45756,3.790066,13279.46,0.1258698,"South Carolina","yes"
"1998",903.2,8,154.9,536,10.94597,52.48092,14.3447,3.839578,13774.99,0.1275141,"South Carolina","yes"
"1999",847.1,6.6,148.2,550,11.00561,52.61976,14.268,3.885736,14075.72,0.1290471,"South Carolina","yes"
"1977",189.1,2,17.9,70,2.339211,66.82024,18.6216,0.68848,10441.04,0.0090643,"South Dakota","no"
"1978",163.5,1.9,15.9,76,2.423829,66.51689,18.47265,0.68858,11226.22,0.0090656,"South Dakota","no"
"1979",159.1,2,20.3,74,2.491668,66.15408,18.27906,0.688334,11192.78,0.0090624,"South Dakota","no"
"1980",126.8,0.7,20.1,77,2.524423,65.82939,18.09102,0.690851,9843.678,0.0090959,"South Dakota","no"
"1981",104.8,1.8,17.8,88,2.544488,65.59054,17.86058,0.689569,10358.3,0.009079,"South Dakota","no"
"1982",99,2.7,17.1,97,2.514136,65.31049,17.56072,0.690615,10232.28,0.0090928,"South Dakota","no"
"1983",120,2.1,15.9,109,2.519391,65.02334,17.23169,0.692985,10195,0.009124,"South Dakota","no"
"1984",147.5,1.8,14.9,115,2.550775,64.72329,16.89536,0.697239,11142.62,0.00918,"South Dakota","no"
"1985",136.6,1.8,17.1,127,2.593929,64.3707,16.54797,0.6984,11058.29,0.0091953,"South Dakota","no"
"1986",124.7,4,16.2,146,2.641168,63.97756,16.17705,0.69598,11349.77,0.0091634,"South Dakota","yes"
"1987",119.7,1.8,12.3,160,2.69524,63.83106,15.88338,0.696042,11591.31,0.0091642,"South Dakota","yes"
"1988",113.7,3.1,12.2,160,2.758011,63.62806,15.56117,0.698148,11625.49,0.009192,"South Dakota","yes"
"1989",135.5,1.3,11.7,143,2.84502,63.37601,15.28081,0.696691,11857.9,0.0091728,"South Dakota","yes"
"1990",162.8,2,12.4,175,2.934257,65.53576,15.03602,0.696667,12373.36,0.009179,"South Dakota","yes"
"1991",182.2,1.7,18.8,187,2.979279,65.71449,14.97694,0.701445,12398.49,0.0092419,"South Dakota","yes"
"1992",194.5,0.6,16.9,191,3.0501,65.68172,14.9405,0.708698,12755.86,0.0093375,"South Dakota","yes"
"1993",208.4,3.4,15,208,3.075289,66.01141,14.89561,0.716258,12791.29,0.0094371,"South Dakota","yes"
"1994",227.6,1.4,18.7,216,3.10855,66.321,14.83463,0.723038,13175.9,0.0095264,"South Dakota","yes"
"1995",207.5,1.8,25.9,236,3.149601,66.6641,14.85353,0.728251,12980.59,0.0095951,"South Dakota","yes"
"1996",177.2,1.2,18.9,252,3.297938,66.77264,14.82553,0.730699,13802.36,0.0096274,"South Dakota","yes"
"1997",197.4,1.4,23.3,284,3.394381,66.6871,14.84932,0.730855,13839.61,0.0096294,"South Dakota","yes"
