"year","country","opec","com","pop","gdp","sr"
1975,"CHILE","no","no",10350,2986,20.6
1976,"CHILE","no","no",10508,2942,15
1977,"CHILE","no","no",10661,3203,15.4
1978,"CHILE","no","no",10815,3419,15.8
1979,"CHILE","no","no",10975,3699,14.5
1980,"CHILE","no","no",11145,3892,14.5
1981,"CHILE","no","no",11325,4120,14.3
1982,"CHILE","no","no",11516,3460,23.2
1983,"CHILE","no","no",11714,3200,21.4
1984,"CHILE","no","no",11917,3373,14.5
1985,"CHILE","no","no",12122,3467,19.8
1960,"COLOMBIA","no","no",15754,1684,17.8
1961,"COLOMBIA","no","no",16275,1734,18.5
1962,"COLOMBIA","no","no",16815,1768,16.1
1963,"COLOMBIA","no","no",17868,1728,15.1
1964,"COLOMBIA","no","no",17906,1861,15.9
1965,"COLOMBIA","no","no",18489,1816,15.4
1966,"COLOMBIA","no","no",19022,1915,17
1967,"COLOMBIA","no","no",19618,1880,14.6
1968,"COLOMBIA","no","no",20179,1957,16.6
1969,"COLOMBIA","no","no",20647,2043,15.7
1970,"COLOMBIA","no","no",21360,2140,16.7
1971,"COLOMBIA","no","no",21871,2234,16.3
1972,"COLOMBIA","no","no",22350,2337,14.9
1973,"COLOMBIA","no","no",22812,2440,15.2
1974,"COLOMBIA","no","no",23282,2511,17.3
1975,"COLOMBIA","no","no",23776,2504,14
1976,"COLOMBIA","no","no",24291,2592,14.4
1977,"COLOMBIA","no","no",24828,2648,16.1
1978,"COLOMBIA","no","no",25383,2797,15.9
1979,"COLOMBIA","no","no",25950,2878,15.1
1980,"COLOMBIA","no","no",26525,2946,16
1981,"COLOMBIA","no","no",27109,2967,17.6
1982,"COLOMBIA","no","no",27703,2943,18.3
1983,"COLOMBIA","no","no",28301,2916,17.7
1984,"COLOMBIA","no","no",28896,2949,16.1
1985,"COLOMBIA","no","no",29481,2968,14.2
1960,"ECUADOR","no","no",4563,1461,23
1961,"ECUADOR","no","no",4701,1465,22.8
1962,"ECUADOR","no","no",4844,1454,21.1
1963,"ECUADOR","no","no",4990,1445,21.7
1964,"ECUADOR","no","no",5142,1549,20.9
1965,"ECUADOR","no","no",5298,1591,19.7
1966,"ECUADOR","no","no",5440,1716,17.8
1967,"ECUADOR","no","no",5587,1821,19.8
1968,"ECUADOR","no","no",5738,1844,21.3
1969,"ECUADOR","no","no",5892,1918,23.4
1970,"ECUADOR","no","no",6051,1789,24.1
1971,"ECUADOR","no","no",6241,1870,28.3
1972,"ECUADOR","no","no",6433,1961,22.8
1973,"ECUADOR","no","no",6630,2241,21.4
1974,"ECUADOR","no","no",6830,2498,25.9
1975,"ECUADOR","no","no",7035,2666,27.6
1976,"ECUADOR","no","no",7244,2785,24.3
1977,"ECUADOR","no","no",7458,2986,26.7
1978,"ECUADOR","no","no",7675,3077,28.2
1979,"ECUADOR","no","no",7897,3128,26.2
1980,"ECUADOR","no","no",8123,3238,26.8
1981,"ECUADOR","no","no",8353,3205,22.8
1982,"ECUADOR","no","no",8588,3193,25
1983,"ECUADOR","no","no",8826,2919,18.3
1984,"ECUADOR","no","no",9067,2897,17.7
1985,"ECUADOR","no","no",9309,2913,18.5
1960,"GUYANA","no","no",538,1596,33
1961,"GUYANA","no","no",551,1632,31.7
1962,"GUYANA","no","no",565,1497,21
1963,"GUYANA","no","no",579,1332,29.8
1964,"GUYANA","no","no",594,1542,31.7
1965,"GUYANA","no","no",609,1575,26.7
1966,"GUYANA","no","no",621,1716,35.6
1967,"GUYANA","no","no",633,1777,36.4
1968,"GUYANA","no","no",645,1742,30.1
1969,"GUYANA","no","no",658,1781,27.4
1970,"GUYANA","no","no",670,1816,27
1971,"GUYANA","no","no",680,1729,23.8
1972,"GUYANA","no","no",692,1728,19.6
1973,"GUYANA","no","no",706,1998,24.8
1974,"GUYANA","no","no",719,1935,22.6
1975,"GUYANA","no","no",730,2426,30.6
1976,"GUYANA","no","no",739,2652,23.8
1977,"GUYANA","no","no",745,2249,19.5
1978,"GUYANA","no","no",750,1873,16.1
1979,"GUYANA","no","no",754,1887,21.9
1980,"GUYANA","no","no",760,1927,21
1981,"GUYANA","no","no",766,1974,18.5
1982,"GUYANA","no","no",773,1529,15.5
1983,"GUYANA","no","no",780,1407,13.4
1984,"GUYANA","no","no",786,1190,19.9
1985,"GUYANA","no","no",790,1265,23
1960,"PARAGUAY","no","no",1825,1177,7.1
1961,"PARAGUAY","no","no",1873,1208,7.4
1962,"PARAGUAY","no","no",1921,1236,6.9
1963,"PARAGUAY","no","no",1970,1245,6.4
1964,"PARAGUAY","no","no",2020,1272,6.9
1965,"PARAGUAY","no","no",2073,1277,8.5
1966,"PARAGUAY","no","no",2126,1275,9.6
1967,"PARAGUAY","no","no",2180,1319,10.1
1968,"PARAGUAY","no","no",2235,1351,9.3
1969,"PARAGUAY","no","no",2289,1381,9.3
1970,"PARAGUAY","no","no",2351,1394,8.8
1971,"PARAGUAY","no","no",2412,1448,9.1
1972,"PARAGUAY","no","no",2474,1471,10
1973,"PARAGUAY","no","no",2538,1522,13
1974,"PARAGUAY","no","no",2607,1615,13.3
1975,"PARAGUAY","no","no",2682,1647,13.6
1976,"PARAGUAY","no","no",2764,1742,15.2
1977,"PARAGUAY","no","no",2853,1935,14.9
1978,"PARAGUAY","no","no",2947,2057,17.4
1979,"PARAGUAY","no","no",3046,2028,19.9
1980,"PARAGUAY","no","no",3147,2534,21.3
1981,"PARAGUAY","no","no",3251,2620,22.9
1982,"PARAGUAY","no","no",3359,2414,17.7
1983,"PARAGUAY","no","no",3468,2075,16.4
1984,"PARAGUAY","no","no",3580,2144,15.6
1985,"PARAGUAY","no","no",3693,2072,15.8
1960,"PERU","no","no",9936,2019,18.7
1961,"PERU","no","no",10238,2134,19.5
1962,"PERU","no","no",10550,2276,19.7
1963,"PERU","no","no",10872,2334,17.7
1964,"PERU","no","no",11203,2426,17.8
1965,"PERU","no","no",11545,2501,18.7
1966,"PERU","no","no",11858,2640,21.5
1967,"PERU","no","no",12178,2678,20.3
1968,"PERU","no","no",12507,2559,14.2
1969,"PERU","no","no",12846,2605,14
1970,"PERU","no","no",13193,2736,12.9
1971,"PERU","no","no",13568,2796,14.2
1972,"PERU","no","no",13952,2784,12.3
1973,"PERU","no","no",14347,2928,17.7
1974,"PERU","no","no",14750,3138,22.1
1975,"PERU","no","no",15161,3164,20.2
1976,"PERU","no","no",15580,3105,17.5
1977,"PERU","no","no",16007,3044,14.8
1978,"PERU","no","no",16438,2796,14.7
1979,"PERU","no","no",16869,2798,16.9
1980,"PERU","no","no",17295,2875,23.2
1981,"PERU","no","no",17717,3062,26.4
1982,"PERU","no","no",18134,2977,24.2
1983,"PERU","no","no",18549,2563,16.7
1984,"PERU","no","no",18964,2571,15
1985,"PERU","no","no",19383,2565,12.5
1960,"SURINAME","no","no",290,1983,20.1
1961,"SURINAME","no","no",298,2059,19.3
1962,"SURINAME","no","no",306,2085,19.6
1963,"SURINAME","no","no",315,2090,20.4
1964,"SURINAME","no","no",323,1902,34.3
1965,"SURINAME","no","no",332,2272,27.6
1966,"SURINAME","no","no",340,2719,17.2
1967,"SURINAME","no","no",348,2803,17.4
1968,"SURINAME","no","no",356,3007,14.9
1969,"SURINAME","no","no",364,2782,15.3
1970,"SURINAME","no","no",372,2970,14
1971,"SURINAME","no","no",378,2878,14.3
1972,"SURINAME","no","no",382,2489,19.2
1973,"SURINAME","no","no",384,2484,19.2
1974,"SURINAME","no","no",381,2292,27.4
1975,"SURINAME","no","no",365,2427,33.3
1976,"SURINAME","no","no",354,2777,25.2
1977,"SURINAME","no","no",362,3251,25.9
1978,"SURINAME","no","no",367,3823,18.3
1979,"SURINAME","no","no",365,3712,18.4
1980,"SURINAME","no","no",356,3737,19.4
1981,"SURINAME","no","no",356,3976,19.6
1982,"SURINAME","no","no",366,3727,17.1
1983,"SURINAME","no","no",376,3699,12.4
1984,"SURINAME","no","no",387,3277,10
1985,"SURINAME","no","no",398,3396,6.6
1960,"URUGUAY","no","no",2538,3968,11.6
1961,"URUGUAY","no","no",2568,3915,12.7
1962,"URUGUAY","no","no",2599,3904,11.2
1963,"URUGUAY","no","no",2630,3799,10.2
1964,"URUGUAY","no","no",2661,3886,8.5
1965,"URUGUAY","no","no",2693,3698,8.3
1966,"URUGUAY","no","no",2716,3872,8.2
1967,"URUGUAY","no","no",2738,3705,9.2
1968,"URUGUAY","no","no",2761,3672,8.2
1969,"URUGUAY","no","no",2785,3904,9.7
1970,"URUGUAY","no","no",2808,4121,12.3
1971,"URUGUAY","no","no",2818,4104,13.3
1972,"URUGUAY","no","no",2820,4026,11.3
1973,"URUGUAY","no","no",2821,4098,10.6
1974,"URUGUAY","no","no",2822,4142,10.9
1975,"URUGUAY","no","no",2829,4310,13.2
1976,"URUGUAY","no","no",2845,4358,15.8
1977,"URUGUAY","no","no",2862,4355,18.4
1978,"URUGUAY","no","no",2879,4542,20
1979,"URUGUAY","no","no",2896,4816,23.3
1980,"URUGUAY","no","no",2914,5091,23
1981,"URUGUAY","no","no",2932,5162,20.6
1982,"URUGUAY","no","no",2951,4655,18.5
1983,"URUGUAY","no","no",2970,4056,13.4
1984,"URUGUAY","no","no",2989,3952,11.4
1985,"URUGUAY","no","no",3008,3969,10.1
1960,"VENEZUELA","no","no",7303,6338,16.1
1961,"VENEZUELA","no","no",7592,6387,15
1962,"VENEZUELA","no","no",7894,6749,14.8
1963,"VENEZUELA","no","no",8206,6942,13.9
1964,"VENEZUELA","no","no",8532,7404,16.6
1965,"VENEZUELA","no","no",8869,7512,15.8
1966,"VENEZUELA","no","no",9192,7322,15
1967,"VENEZUELA","no","no",9527,7390,14.9
1968,"VENEZUELA","no","no",9872,7526,17.2
1969,"VENEZUELA","no","no",10232,7607,15.7
1970,"VENEZUELA","no","no",10604,7753,18.2
1971,"VENEZUELA","no","no",10978,7589,18.9
1972,"VENEZUELA","no","no",11365,7494,20.1
1973,"VENEZUELA","no","no",11771,7377,20.2
1974,"VENEZUELA","no","no",12202,7415,19.5
1975,"VENEZUELA","no","no",12665,7401,23.3
1976,"VENEZUELA","no","no",13123,7803,25.7
1977,"VENEZUELA","no","no",13575,8169,30
1978,"VENEZUELA","no","no",14018,8257,28.4
1979,"VENEZUELA","no","no",14450,8092,22.3
1980,"VENEZUELA","no","no",14871,7401,19.9
1981,"VENEZUELA","no","no",15300,7209,19.8
1982,"VENEZUELA","no","no",15744,6857,21.6
1983,"VENEZUELA","no","no",16184,6530,10.9
1984,"VENEZUELA","no","no",16630,6374,14.6
1985,"VENEZUELA","no","no",17077,6225,15.2
1960,"BANGLADESH","no","no",52357,952,5
1961,"BANGLADESH","no","no",53370,972,7.7
1962,"BANGLADESH","no","no",54770,965,5.8
1963,"BANGLADESH","no","no",56210,1072,6.3
1964,"BANGLADESH","no","no",57684,1074,6.9
1965,"BANGLADESH","no","no",59197,1136,6.5
1966,"BANGLADESH","no","no",60624,1075,7.6
1967,"BANGLADESH","no","no",62077,1150,9.4
1968,"BANGLADESH","no","no",63577,1129,5.8
1969,"BANGLADESH","no","no",65104,1175,5
1970,"BANGLADESH","no","no",66671,1280,3.6
1971,"BANGLADESH","no","no",68528,1010,3.4
1972,"BANGLADESH","no","no",70445,894,1.7
1973,"BANGLADESH","no","no",72425,756,3.7
1974,"BANGLADESH","no","no",74470,968,2.7
1975,"BANGLADESH","no","no",76582,957,2.4
1976,"BANGLADESH","no","no",78671,994,2.3
1977,"BANGLADESH","no","no",80733,947,2.9
1978,"BANGLADESH","no","no",82761,1008,3.3
1979,"BANGLADESH","no","no",84752,1089,3.1
1980,"BANGLADESH","no","no",86700,1085,4.3
1981,"BANGLADESH","no","no",88691,1084,4.3
1982,"BANGLADESH","no","no",90725,1181,3.8
1983,"BANGLADESH","no","no",92804,1068,3.3
1984,"BANGLADESH","no","no",94929,1140,3.2
1985,"BANGLADESH","no","no",97100,1216,3.2
1960,"CHINA","no","yes",667073,567,22.8
1961,"CHINA","no","yes",660333,477,15.7
1962,"CHINA","no","yes",665773,445,9.7
1963,"CHINA","no","yes",682333,470,13.3
1964,"CHINA","no","yes",698353,519,15.6
1965,"CHINA","no","yes",715183,577,18.1
1966,"CHINA","no","yes",735403,641,19.8
1967,"CHINA","no","yes",754553,596,15.3
1968,"CHINA","no","yes",774513,547,16
1969,"CHINA","no","yes",796033,617,16
1970,"CHINA","no","yes",818315,696,21
1971,"CHINA","no","yes",841105,709,21.6
1972,"CHINA","no","yes",862030,712,20.5
1973,"CHINA","no","yes",881940,740,21.8
1974,"CHINA","no","yes",900350,737,21.7
1975,"CHINA","no","yes",916395,766,22.5
1976,"CHINA","no","yes",930685,725,21.7
1977,"CHINA","no","yes",943455,762,22.3
1978,"CHINA","no","yes",956165,823,25
1979,"CHINA","no","yes",969005,879,23.4
1980,"CHINA","no","yes",981235,972,20.6
1981,"CHINA","no","yes",993861,966,19.7
1982,"CHINA","no","yes",1008599,963,21.2
1983,"CHINA","no","yes",1023288,1029,21.1
1984,"CHINA","no","yes",1036803,1136,21
1985,"CHINA","no","yes",1051013,1262,22.4
1960,"HONG KONG","no","no",3051,2247,21.7
1961,"HONG KONG","no","no",3154,2353,20.2
1962,"HONG KONG","no","no",3291,2565,23
1963,"HONG KONG","no","no",3406,2935,24.8
1964,"HONG KONG","no","no",3490,3122,24.8
1965,"HONG KONG","no","no",3582,3492,23.8
1966,"HONG KONG","no","no",3614,3715,20.2
1967,"HONG KONG","no","no",3707,3760,17.4
1968,"HONG KONG","no","no",3787,3884,15.8
1969,"HONG KONG","no","no",3847,4296,15.7
1970,"HONG KONG","no","no",3942,4502,16.8
1971,"HONG KONG","no","no",4012,4844,18.9
1972,"HONG KONG","no","no",4089,5207,18.8
1973,"HONG KONG","no","no",4173,5758,18.6
1974,"HONG KONG","no","no",4263,5675,18.6
1975,"HONG KONG","no","no",4360,5629,18.5
1976,"HONG KONG","no","no",4443,6312,20.9
1977,"HONG KONG","no","no",4510,7059,21.1
1978,"HONG KONG","no","no",4597,7737,20.9
1979,"HONG KONG","no","no",4979,7941,22
1980,"HONG KONG","no","no",5039,8719,23.4
1981,"HONG KONG","no","no",5120,9341,23.3
1982,"HONG KONG","no","no",5202,9493,21.8
1983,"HONG KONG","no","no",5285,9956,19.6
1984,"HONG KONG","no","no",5370,10609,18.8
1985,"HONG KONG","no","no",5456,10599,17.4
1960,"INDIA","no","no",434825,766,13
1961,"INDIA","no","no",443914,751,10.4
1962,"INDIA","no","no",454373,760,11.1
1963,"INDIA","no","no",465105,815,11.2
1964,"INDIA","no","no",476112,847,11.7
1965,"INDIA","no","no",487337,751,12.9
1966,"INDIA","no","no",498836,653,15.6
1967,"INDIA","no","no",510554,698,14.3
1968,"INDIA","no","no",522546,725,12.7
1969,"INDIA","no","no",534921,759,13.1
1970,"INDIA","no","no",547569,802,13
1971,"INDIA","no","no",560268,808,13.8
1972,"INDIA","no","no",573130,786,13
1973,"INDIA","no","no",586220,786,14.4
1974,"INDIA","no","no",599643,765,14.8
1975,"INDIA","no","no",613459,815,14.3
1976,"INDIA","no","no",627632,812,14.8
1977,"INDIA","no","no",642134,857,14.2
1978,"INDIA","no","no",656941,882,15.4
1979,"INDIA","no","no",672021,837,15.3
1980,"INDIA","no","no",687332,882,13.8
1981,"INDIA","no","no",702821,908,16.5
1982,"INDIA","no","no",718426,936,14.8
1983,"INDIA","no","no",734072,986,13.1
1984,"INDIA","no","no",749677,1008,12.9
1985,"INDIA","no","no",765147,1050,14.4
1960,"INDONESIA","yes","no",93506,638,6.2
1961,"INDONESIA","yes","no",96489,666,8.2
1962,"INDONESIA","yes","no",99568,653,7.5
1963,"INDONESIA","yes","no",101660,611,6
1964,"INDONESIA","yes","no",103788,622,6.5
1965,"INDONESIA","yes","no",105962,608,6.8
1966,"INDONESIA","yes","no",108184,612,7.4
1967,"INDONESIA","yes","no",110452,618,5.9
1968,"INDONESIA","yes","no",112768,644,7.7
1969,"INDONESIA","yes","no",115130,682,9
1970,"INDONESIA","yes","no",117537,715,11.1
1971,"INDONESIA","yes","no",120389,737,12.8
1972,"INDONESIA","yes","no",123360,763,14.4
1973,"INDONESIA","yes","no",126410,831,15.1
1974,"INDONESIA","yes","no",129499,892,16.3
1975,"INDONESIA","yes","no",132589,953,17.2
1976,"INDONESIA","yes","no",135903,978,17.3
1977,"INDONESIA","yes","no",139096,1033,18.5
1978,"INDONESIA","yes","no",142204,1124,19.2
1979,"INDONESIA","yes","no",145262,1192,19.5
1980,"INDONESIA","yes","no",148303,1281,18
1981,"INDONESIA","yes","no",151305,1480,28
1982,"INDONESIA","yes","no",154245,1487,26
1983,"INDONESIA","yes","no",157157,1570,24.9
1984,"INDONESIA","yes","no",160075,1610,24.3
1985,"INDONESIA","yes","no",163036,1651,26.9
1960,"IRAN","yes","no",20301,2946,11.1
1961,"IRAN","yes","no",21006,2836,10.6
1962,"IRAN","yes","no",21735,2939,9
1963,"IRAN","yes","no",22489,2923,9.8
1964,"IRAN","yes","no",23270,3081,10.3
1965,"IRAN","yes","no",24078,3364,12.3
1966,"IRAN","yes","no",24886,3522,11.5
1967,"IRAN","yes","no",25721,3714,13.4
1968,"IRAN","yes","no",26583,4061,13.1
1969,"IRAN","yes","no",27475,4284,12.5
1970,"IRAN","yes","no",28429,4796,10
1971,"IRAN","yes","no",29297,4768,10.3
1972,"IRAN","yes","no",30209,5180,11.4
1973,"IRAN","yes","no",31165,5780,11
1974,"IRAN","yes","no",32164,5952,12.6
1975,"IRAN","yes","no",33206,5832,15.4
1976,"IRAN","yes","no",34294,6496,19.9
1977,"IRAN","yes","no",35431,6076,21.1
1978,"IRAN","yes","no",36617,5178,16.5
1979,"IRAN","yes","no",37848,4552,15
1980,"IRAN","yes","no",39124,3434,28.6
1981,"IRAN","yes","no",40446,3266,23
1982,"IRAN","yes","no",41813,3886,14.9
1983,"IRAN","yes","no",43242,4136,22.2
1984,"IRAN","yes","no",44757,4027,23.4
1985,"IRAN","yes","no",46374,4043,18.9
1960,"IRAQ","yes","no",6847,3427,6
1961,"IRAQ","yes","no",7059,3643,6.2
1962,"IRAQ","yes","no",7278,3711,5.1
1963,"IRAQ","yes","no",7504,3527,5.1
1964,"IRAQ","yes","no",7736,4021,4.8
1965,"IRAQ","yes","no",7976,4412,4.5
1966,"IRAQ","yes","no",8235,4449,4.7
1967,"IRAQ","yes","no",8502,3917,5.1
1968,"IRAQ","yes","no",8777,4503,4.3
1969,"IRAQ","yes","no",9062,4483,4.3
1970,"IRAQ","yes","no",9356,4409,4.8
1971,"IRAQ","yes","no",9665,4641,4.5
1972,"IRAQ","yes","no",9985,4349,5.5
1973,"IRAQ","yes","no",10317,4645,6.2
1974,"IRAQ","yes","no",10662,4999,11.5
1975,"IRAQ","yes","no",11020,5463,12.8
1976,"IRAQ","yes","no",11391,6054,9
1977,"IRAQ","yes","no",11776,6518,8.7
1978,"IRAQ","yes","no",12175,6456,16
1979,"IRAQ","yes","no",12585,8577,15.8
1980,"IRAQ","yes","no",13007,7242,14
1981,"IRAQ","yes","no",13441,4774,26.5
1982,"IRAQ","yes","no",13885,4164,26.2
1983,"IRAQ","yes","no",14344,5189,22.1
1984,"IRAQ","yes","no",14821,4927,21.4
1985,"IRAQ","yes","no",15319,4249,18.6
1960,"ISRAEL","no","no",2114,3477,32.1
1961,"ISRAEL","no","no",2185,3781,34
1962,"ISRAEL","no","no",2293,3975,34.1
1963,"ISRAEL","no","no",2379,4185,32.2
1964,"ISRAEL","no","no",2475,4445,35.3
1965,"ISRAEL","no","no",2563,4644,32.8
1966,"ISRAEL","no","no",2629,4528,27.5
1967,"ISRAEL","no","no",2745,4494,20.6
1968,"ISRAEL","no","no",2803,5121,26.1
1969,"ISRAEL","no","no",2877,5701,28.8
1970,"ISRAEL","no","no",2974,6004,29.7
1971,"ISRAEL","no","no",3069,6457,32.6
1972,"ISRAEL","no","no",3148,7126,33
1973,"ISRAEL","no","no",3278,7156,33.3
1974,"ISRAEL","no","no",3377,7399,29.9
1975,"ISRAEL","no","no",3455,7494,30.4
1976,"ISRAEL","no","no",3533,7355,27.1
1977,"ISRAEL","no","no",3613,7129,24.8
1978,"ISRAEL","no","no",3690,7323,24.2
1979,"ISRAEL","no","no",3786,7557,25.6
1980,"ISRAEL","no","no",3878,7895,20.9
1981,"ISRAEL","no","no",3956,8131,18.8
1982,"ISRAEL","no","no",4031,8127,21.2
1983,"ISRAEL","no","no",4105,8259,22.5
1984,"ISRAEL","no","no",4159,8198,20.8
1985,"ISRAEL","no","no",4233,8310,18.1
1960,"JAPAN","no","no",94104,2954,26
1961,"JAPAN","no","no",94950,3351,31.5
1962,"JAPAN","no","no",95837,3554,28.8
1963,"JAPAN","no","no",96818,3886,30.2
1964,"JAPAN","no","no",97830,4343,31.4
1965,"JAPAN","no","no",98894,4491,29.9
1966,"JAPAN","no","no",99792,4924,30.8
1967,"JAPAN","no","no",100731,5417,33.8
1968,"JAPAN","no","no",101065,6076,36.1
1969,"JAPAN","no","no",103183,6673,37.5
1970,"JAPAN","no","no",104345,7307,39.9
1971,"JAPAN","no","no",105697,7510,38.4
1972,"JAPAN","no","no",107188,8019,38.8
1973,"JAPAN","no","no",108079,8539,40.6
1974,"JAPAN","no","no",110162,8295,38.6
1975,"JAPAN","no","no",111940,8381,35.2
1976,"JAPAN","no","no",112771,8678,35
1977,"JAPAN","no","no",113863,8996,34.6
1978,"JAPAN","no","no",114898,9340,35.1
1979,"JAPAN","no","no",115870,9756,35.9
1980,"JAPAN","no","no",116782,10072,34.1
1981,"JAPAN","no","no",117648,10380,33.6
1982,"JAPAN","no","no",118449,10635,32.5
1983,"JAPAN","no","no",119259,10841,30.9
1984,"JAPAN","no","no",120018,11240,31.3
1985,"JAPAN","no","no",120754,11771,31.7
1960,"JORDAN","no","no",1695,1162,9
1961,"JORDAN","no","no",1745,1309,8.5
1962,"JORDAN","no","no",1797,1306,9.2
1963,"JORDAN","no","no",1850,1377,8.1
1964,"JORDAN","no","no",1905,1488,9.4
1965,"JORDAN","no","no",1962,1604,9.2
1966,"JORDAN","no","no",2025,1644,8.4
1967,"JORDAN","no","no",2090,1723,7.3
1968,"JORDAN","no","no",2158,1655,10.7
1969,"JORDAN","no","no",2227,1678,16.2
1970,"JORDAN","no","no",2299,1422,11
1971,"JORDAN","no","no",1574,2064,12.8
1972,"JORDAN","no","no",1634,2173,12.5
1973,"JORDAN","no","no",1690,2054,10.5
1974,"JORDAN","no","no",1748,1974,15.1
1975,"JORDAN","no","no",1810,2093,16.4
1976,"JORDAN","no","no",1876,2514,19.2
1977,"JORDAN","no","no",1947,2726,21.2
1978,"JORDAN","no","no",2023,3109,18.2
1979,"JORDAN","no","no",2101,3219,17.4
1980,"JORDAN","no","no",2181,3384,19.8
1981,"JORDAN","no","no",2265,3728,24.2
1982,"JORDAN","no","no",2353,3936,22.5
1983,"JORDAN","no","no",2446,3595,19.3
1984,"JORDAN","no","no",2543,3543,16.8
1985,"JORDAN","no","no",2644,3561,14.1
1960,"KOREA","no","no",24756,904,7
1961,"KOREA","no","no",25420,918,8.4
1962,"KOREA","no","no",26097,928,8.1
1963,"KOREA","no","no",26796,989,14.9
1964,"KOREA","no","no",27514,1024,11
1965,"KOREA","no","no",28421,1058,10.6
1966,"KOREA","no","no",29146,1163,16.5
1967,"KOREA","no","no",29835,1214,17.4
1968,"KOREA","no","no",30531,1338,21
1969,"KOREA","no","no",31233,1457,26.2
1970,"KOREA","no","no",31923,1680,21.9
1971,"KOREA","no","no",32596,1815,21.4
1972,"KOREA","no","no",33266,1845,19.3
1973,"KOREA","no","no",33935,2066,21.4
1974,"KOREA","no","no",34606,2236,25.4
1975,"KOREA","no","no",35281,2323,23.3
1976,"KOREA","no","no",35849,2558,23.9
1977,"KOREA","no","no",36412,2780,27.3
1978,"KOREA","no","no",36969,3083,31.5
1979,"KOREA","no","no",37534,3321,33.4
1980,"KOREA","no","no",38124,3093,28
1981,"KOREA","no","no",38723,3212,27
1982,"KOREA","no","no",39326,3395,27.1
1983,"KOREA","no","no",39910,3712,27.8
1984,"KOREA","no","no",40406,4005,29.2
1985,"KOREA","no","no",40806,4217,28.5
1960,"MALAYSIA","no","no",8197,1420,15
1961,"MALAYSIA","no","no",8447,1478,15.3
1962,"MALAYSIA","no","no",8704,1538,17.1
1963,"MALAYSIA","no","no",8969,1577,17.1
1964,"MALAYSIA","no","no",9241,1606,16.6
1965,"MALAYSIA","no","no",9522,1671,17.2
1966,"MALAYSIA","no","no",9775,1731,17.1
1967,"MALAYSIA","no","no",10034,1739,17.7
1968,"MALAYSIA","no","no",10299,1787,17.5
1969,"MALAYSIA","no","no",10572,1813,15.8
1970,"MALAYSIA","no","no",10853,2154,21.5
1971,"MALAYSIA","no","no",11128,2218,20.6
1972,"MALAYSIA","no","no",11408,2346,20.5
1973,"MALAYSIA","no","no",11690,2555,23.4
1974,"MALAYSIA","no","no",11974,2791,27.6
1975,"MALAYSIA","no","no",12258,2663,22
1976,"MALAYSIA","no","no",12545,2849,22.5
1977,"MALAYSIA","no","no",12837,3073,24.9
1978,"MALAYSIA","no","no",13135,3239,25
1979,"MALAYSIA","no","no",13444,3470,25.8
1980,"MALAYSIA","no","no",13764,3799,27.4
1981,"MALAYSIA","no","no",14130,4011,29.6
1982,"MALAYSIA","no","no",14510,4171,31.8
1983,"MALAYSIA","no","no",14887,4287,32.4
1984,"MALAYSIA","no","no",15272,4420,32.3
1985,"MALAYSIA","no","no",15682,4146,26.9
1960,"MYANMAR","no","no",21780,316,9.5
1961,"MYANMAR","no","no",22253,313,9.4
1962,"MYANMAR","no","no",22736,373,8.1
1963,"MYANMAR","no","no",23230,418,7.1
1964,"MYANMAR","no","no",23735,383,6.9
1965,"MYANMAR","no","no",24250,415,12.1
1966,"MYANMAR","no","no",24802,403,2.3
1967,"MYANMAR","no","no",25366,379,7.9
1968,"MYANMAR","no","no",25943,397,10.7
1969,"MYANMAR","no","no",26533,405,9.2
1970,"MYANMAR","no","no",27137,418,9.8
1971,"MYANMAR","no","no",27754,418,7.9
1972,"MYANMAR","no","no",28385,419,7.9
1973,"MYANMAR","no","no",29031,411,6.7
1974,"MYANMAR","no","no",29620,405,7.2
1975,"MYANMAR","no","no",30221,416,7.2
1976,"MYANMAR","no","no",30845,432,7.1
1977,"MYANMAR","no","no",31461,447,8.2
1978,"MYANMAR","no","no",32099,467,10.6
1979,"MYANMAR","no","no",32750,483,11.7
1980,"MYANMAR","no","no",33511,505,11.6
1981,"MYANMAR","no","no",34171,527,12.5
1982,"MYANMAR","no","no",34844,550,11.8
1983,"MYANMAR","no","no",35530,561,9.7
1984,"MYANMAR","no","no",36230,586,8.3
1985,"MYANMAR","no","no",36943,599,8.1
1960,"NEPAL","no","no",9403,628,2.5
1961,"NEPAL","no","no",9585,611,2.5
1962,"NEPAL","no","no",9769,622,2.5
1963,"NEPAL","no","no",9957,621,3
1964,"NEPAL","no","no",10149,667,4.4
1965,"NEPAL","no","no",10344,650,3.8
1966,"NEPAL","no","no",10538,664,3.1
1967,"NEPAL","no","no",10735,630,3.5
1968,"NEPAL","no","no",10937,622,3.6
1969,"NEPAL","no","no",11141,654,2.9
1970,"NEPAL","no","no",11350,670,3.8
1971,"NEPAL","no","no",11608,686,4.5
1972,"NEPAL","no","no",11890,686,4.1
1973,"NEPAL","no","no",12195,662,5.9
1974,"NEPAL","no","no",12513,688,5.5
1975,"NEPAL","no","no",12841,672,5.3
1976,"NEPAL","no","no",13178,689,5.5
1977,"NEPAL","no","no",13528,940,5.8
1978,"NEPAL","no","no",13889,973,5.9
1979,"NEPAL","no","no",14260,1043,7
1980,"NEPAL","no","no",14640,892,8.4
1981,"NEPAL","no","no",15023,911,8.3
1982,"NEPAL","no","no",15423,917,8.3
